param,slope,T,T_fac
b_T_fac27:log10_dose,-0.26131452948291833,27,27
b_T_fac28:log10_dose,-0.32154751433778883,28,28
b_T_fac15:log10_dose,-0.8908790495357337,15,15
b_T_fac18:log10_dose,-0.44642858757804516,18,18
b_T_fac21:log10_dose,-0.47028599980816366,21,21
b_T_fac24:log10_dose,-1.1296864248372396,24,24
b_T_fac26:log10_dose,-0.9932188820227007,26,26
b_T_fac27:log10_dose,-0.22036104160042425,27,27
b_T_fac28:log10_dose,-0.5026098041925784,28,28
b_T_fac15:log10_dose,-1.1123501479320101,15,15
b_T_fac18:log10_dose,-0.40890824813202176,18,18
b_T_fac21:log10_dose,-0.9874248137986132,21,21
b_T_fac24:log10_dose,-1.1497514677398606,24,24
b_T_fac26:log10_dose,-0.4027508377211528,26,26
b_T_fac27:log10_dose,-0.109920281040472,27,27
b_T_fac28:log10_dose,-0.4468785278282835,28,28
b_T_fac15:log10_dose,-1.0918478050331761,15,15
b_T_fac18:log10_dose,-0.32402483455198705,18,18
b_T_fac21:log10_dose,-1.0579468277116788,21,21
b_T_fac24:log10_dose,-1.1940305589854125,24,24
b_T_fac26:log10_dose,-0.27255260540615384,26,26
b_T_fac27:log10_dose,-0.16601295994404736,27,27
b_T_fac28:log10_dose,-0.4105687204440032,28,28
b_T_fac15:log10_dose,-1.1344473754304167,15,15
b_T_fac18:log10_dose,-0.3712638851381365,18,18
b_T_fac21:log10_dose,-0.9926899907158706,21,21
b_T_fac24:log10_dose,-1.1595420778670085,24,24
b_T_fac26:log10_dose,-0.1617466868922498,26,26
b_T_fac27:log10_dose,-0.24648702615460658,27,27
b_T_fac28:log10_dose,-0.7322301147919352,28,28
b_T_fac15:log10_dose,-0.9138722096911356,15,15
b_T_fac18:log10_dose,-0.3360930541353759,18,18
b_T_fac21:log10_dose,-0.53381363552175,21,21
b_T_fac24:log10_dose,-1.3752534435615613,24,24
b_T_fac26:log10_dose,-0.6962216372839973,26,26
b_T_fac27:log10_dose,-0.16241675581950202,27,27
b_T_fac28:log10_dose,-0.6314219988994902,28,28
b_T_fac15:log10_dose,-0.7397750021914679,15,15
b_T_fac18:log10_dose,-0.24041863317157444,18,18
b_T_fac21:log10_dose,-0.657172491144323,21,21
b_T_fac24:log10_dose,-1.1894097816523024,24,24
b_T_fac26:log10_dose,-0.5432206473158614,26,26
b_T_fac27:log10_dose,-0.25161614652502506,27,27
b_T_fac28:log10_dose,-0.805129641348181,28,28
b_T_fac15:log10_dose,-1.0909396190966145,15,15
b_T_fac18:log10_dose,-0.4453768494036999,18,18
b_T_fac21:log10_dose,-0.5543063808802394,21,21
b_T_fac24:log10_dose,-1.0608073848329485,24,24
b_T_fac26:log10_dose,-0.4400629071099612,26,26
b_T_fac27:log10_dose,-0.2088865305997532,27,27
b_T_fac28:log10_dose,-0.3149293864212837,28,28
b_T_fac15:log10_dose,-0.9738733847932372,15,15
b_T_fac18:log10_dose,-0.24752020549467965,18,18
b_T_fac21:log10_dose,-0.4593968474967502,21,21
b_T_fac24:log10_dose,-0.8963793596130956,24,24
b_T_fac26:log10_dose,-0.5010588301472573,26,26
b_T_fac27:log10_dose,-0.2917296423736099,27,27
b_T_fac28:log10_dose,-0.26539794431313857,28,28
b_T_fac15:log10_dose,-0.8941811613867794,15,15
b_T_fac18:log10_dose,-0.4343389005271049,18,18
b_T_fac21:log10_dose,-0.8190160284406259,21,21
b_T_fac24:log10_dose,-1.4155758107284424,24,24
b_T_fac26:log10_dose,-0.6958809404773594,26,26
b_T_fac27:log10_dose,-0.2816838671983293,27,27
b_T_fac28:log10_dose,-0.5652290951237456,28,28
b_T_fac15:log10_dose,-0.9501669917119683,15,15
b_T_fac18:log10_dose,-0.47157468665881164,18,18
b_T_fac21:log10_dose,-0.33698003084756706,21,21
b_T_fac24:log10_dose,-1.1827445430194319,24,24
b_T_fac26:log10_dose,-0.5741032054746542,26,26
b_T_fac27:log10_dose,-0.25395669168579743,27,27
b_T_fac28:log10_dose,-0.37746339696157505,28,28
b_T_fac15:log10_dose,-0.9757413421828922,15,15
b_T_fac18:log10_dose,-0.48920785365982533,18,18
b_T_fac21:log10_dose,-0.5624087210282328,21,21
b_T_fac24:log10_dose,-1.059310787231762,24,24
b_T_fac26:log10_dose,-0.5422292988852057,26,26
b_T_fac27:log10_dose,-0.23568689537525622,27,27
b_T_fac28:log10_dose,-0.6096445804665084,28,28
b_T_fac15:log10_dose,-0.7820368956697135,15,15
b_T_fac18:log10_dose,-0.48532327407369585,18,18
b_T_fac21:log10_dose,-0.6532250829540892,21,21
b_T_fac24:log10_dose,-1.2281498116362743,24,24
b_T_fac26:log10_dose,-0.579775982703137,26,26
b_T_fac27:log10_dose,-0.19784251470424852,27,27
b_T_fac28:log10_dose,-0.4126761749727509,28,28
b_T_fac15:log10_dose,-0.849869444799836,15,15
b_T_fac18:log10_dose,-0.3957102534413104,18,18
b_T_fac21:log10_dose,-0.6282825727698256,21,21
b_T_fac24:log10_dose,-1.3465463001147402,24,24
b_T_fac26:log10_dose,-0.6464532719246809,26,26
b_T_fac27:log10_dose,0.02527809135455269,27,27
b_T_fac28:log10_dose,-0.6179748996887646,28,28
b_T_fac15:log10_dose,-1.158848749910504,15,15
b_T_fac18:log10_dose,-0.34370114991351397,18,18
b_T_fac21:log10_dose,-0.522200654263408,21,21
b_T_fac24:log10_dose,-1.031361126270626,24,24
b_T_fac26:log10_dose,-0.6267861600426845,26,26
b_T_fac27:log10_dose,-0.15755023697747167,27,27
b_T_fac28:log10_dose,-0.3492548664585866,28,28
b_T_fac15:log10_dose,-0.8662263100131045,15,15
b_T_fac18:log10_dose,-0.14194016812862104,18,18
b_T_fac21:log10_dose,-0.703315307250204,21,21
b_T_fac24:log10_dose,-1.2307571398032089,24,24
b_T_fac26:log10_dose,-0.682775053604417,26,26
b_T_fac27:log10_dose,-0.14805222126072967,27,27
b_T_fac28:log10_dose,-0.29388433316029966,28,28
b_T_fac15:log10_dose,-1.0357198085569603,15,15
b_T_fac18:log10_dose,-0.3932841989590803,18,18
b_T_fac21:log10_dose,-0.773973449537642,21,21
b_T_fac24:log10_dose,-1.2243993237003,24,24
b_T_fac26:log10_dose,-0.6656947486656837,26,26
b_T_fac27:log10_dose,-0.18665541466625107,27,27
b_T_fac28:log10_dose,-0.6343654245587278,28,28
b_T_fac15:log10_dose,-0.6714794782446221,15,15
b_T_fac18:log10_dose,-0.2718860456570521,18,18
b_T_fac21:log10_dose,-0.742623083739653,21,21
b_T_fac24:log10_dose,-0.9861916841293796,24,24
b_T_fac26:log10_dose,-0.7670171014004548,26,26
b_T_fac27:log10_dose,-0.36021058479942925,27,27
b_T_fac28:log10_dose,-0.6236583830390124,28,28
b_T_fac15:log10_dose,-1.1283022524770776,15,15
b_T_fac18:log10_dose,-0.5933498763112357,18,18
b_T_fac21:log10_dose,-0.5355502101156825,21,21
b_T_fac24:log10_dose,-1.1033716434337024,24,24
b_T_fac26:log10_dose,-0.3563051016778109,26,26
b_T_fac27:log10_dose,-0.1088139187898205,27,27
b_T_fac28:log10_dose,-0.4172409077403455,28,28
b_T_fac15:log10_dose,-1.106993320227742,15,15
b_T_fac18:log10_dose,-0.5099959311119923,18,18
b_T_fac21:log10_dose,-0.3901669346417311,21,21
b_T_fac24:log10_dose,-0.7704068258858766,24,24
b_T_fac26:log10_dose,-0.4284855723760583,26,26
b_T_fac27:log10_dose,-0.3730111761709172,27,27
b_T_fac28:log10_dose,-0.2729814328738721,28,28
b_T_fac15:log10_dose,-0.9028459058350711,15,15
b_T_fac18:log10_dose,-0.5546539734536111,18,18
b_T_fac21:log10_dose,-0.5363791402745341,21,21
b_T_fac24:log10_dose,-0.7836117671005818,24,24
b_T_fac26:log10_dose,-0.4692237511418015,26,26
b_T_fac27:log10_dose,-0.3250894747977909,27,27
b_T_fac28:log10_dose,-0.2128121712435686,28,28
b_T_fac15:log10_dose,-0.8725066017788011,15,15
b_T_fac18:log10_dose,-0.47316380880083175,18,18
b_T_fac21:log10_dose,-0.8026441670040187,21,21
b_T_fac24:log10_dose,-1.39632886675727,24,24
b_T_fac26:log10_dose,-0.6894088929190835,26,26
b_T_fac27:log10_dose,-0.13069113657039444,27,27
b_T_fac28:log10_dose,-0.3493549680528881,28,28
b_T_fac15:log10_dose,-0.8736237279472985,15,15
b_T_fac18:log10_dose,-0.3419610292921047,18,18
b_T_fac21:log10_dose,-0.4386873026529658,21,21
b_T_fac24:log10_dose,-1.0344185265154704,24,24
b_T_fac26:log10_dose,-0.45259728923525583,26,26
b_T_fac27:log10_dose,-0.3211315570600018,27,27
b_T_fac28:log10_dose,-0.4723728844717464,28,28
b_T_fac15:log10_dose,-1.1408873747024375,15,15
b_T_fac18:log10_dose,-0.5508773186650492,18,18
b_T_fac21:log10_dose,-0.7434773359274686,21,21
b_T_fac24:log10_dose,-1.167612025661763,24,24
b_T_fac26:log10_dose,-0.5922275280939349,26,26
b_T_fac27:log10_dose,-0.2802680579011581,27,27
b_T_fac28:log10_dose,-0.5028824718652318,28,28
b_T_fac15:log10_dose,-1.0522064346233613,15,15
b_T_fac18:log10_dose,-0.31070014809021906,18,18
b_T_fac21:log10_dose,-0.5963597658569607,21,21
b_T_fac24:log10_dose,-0.8931043635658457,24,24
b_T_fac26:log10_dose,-0.7575355953214622,26,26
b_T_fac27:log10_dose,-0.2893494339098628,27,27
b_T_fac28:log10_dose,-0.4571928666533171,28,28
b_T_fac15:log10_dose,-0.8045506495261552,15,15
b_T_fac18:log10_dose,-0.5667494858503599,18,18
b_T_fac21:log10_dose,-0.5845563632646871,21,21
b_T_fac24:log10_dose,-1.3251227536845422,24,24
b_T_fac26:log10_dose,-0.5060111266797307,26,26
b_T_fac27:log10_dose,-0.08534704401282646,27,27
b_T_fac28:log10_dose,-0.28348483965981763,28,28
b_T_fac15:log10_dose,-0.9155771241397979,15,15
b_T_fac18:log10_dose,-0.5008824004926555,18,18
b_T_fac21:log10_dose,-0.7138665723371633,21,21
b_T_fac24:log10_dose,-0.9228226106139176,24,24
b_T_fac26:log10_dose,-0.5175719651230402,26,26
b_T_fac27:log10_dose,-0.08180253626766285,27,27
b_T_fac28:log10_dose,-0.6009742989952648,28,28
b_T_fac15:log10_dose,-1.0669848609222552,15,15
b_T_fac18:log10_dose,-0.2118537305297845,18,18
b_T_fac21:log10_dose,-0.6212366358504828,21,21
b_T_fac24:log10_dose,-1.0722630107531856,24,24
b_T_fac26:log10_dose,-0.659904915419255,26,26
b_T_fac27:log10_dose,-0.4745267741148923,27,27
b_T_fac28:log10_dose,-0.4746080197064277,28,28
b_T_fac15:log10_dose,-1.001841023394663,15,15
b_T_fac18:log10_dose,-0.7138790685347832,18,18
b_T_fac21:log10_dose,-0.5084782154107218,21,21
b_T_fac24:log10_dose,-1.1365192422672408,24,24
b_T_fac26:log10_dose,-0.6580755386456799,26,26
b_T_fac27:log10_dose,-0.22216132738484073,27,27
b_T_fac28:log10_dose,-0.6312373440513023,28,28
b_T_fac15:log10_dose,-0.9656033297074347,15,15
b_T_fac18:log10_dose,-0.060593660552533776,18,18
b_T_fac21:log10_dose,-0.8198160660523602,21,21
b_T_fac24:log10_dose,-1.094406489368526,24,24
b_T_fac26:log10_dose,-0.45506529104809224,26,26
b_T_fac27:log10_dose,-0.3342444733584345,27,27
b_T_fac28:log10_dose,-0.31838393821566974,28,28
b_T_fac15:log10_dose,-0.8593790913591923,15,15
b_T_fac18:log10_dose,-0.4512589146141006,18,18
b_T_fac21:log10_dose,-0.6033548875374634,21,21
b_T_fac24:log10_dose,-1.3521236893692126,24,24
b_T_fac26:log10_dose,-0.6781774159133533,26,26
b_T_fac27:log10_dose,-0.3501764069845981,27,27
b_T_fac28:log10_dose,-0.8869171098790777,28,28
b_T_fac15:log10_dose,-0.9473114982360729,15,15
b_T_fac18:log10_dose,-0.31593327593121395,18,18
b_T_fac21:log10_dose,-0.7452736694581598,21,21
b_T_fac24:log10_dose,-1.3329266161844349,24,24
b_T_fac26:log10_dose,-0.65312237814689,26,26
b_T_fac27:log10_dose,-0.3933617330561137,27,27
b_T_fac28:log10_dose,-0.9217248153446277,28,28
b_T_fac15:log10_dose,-1.3214200132633218,15,15
b_T_fac18:log10_dose,-0.3968613513386439,18,18
b_T_fac21:log10_dose,-0.5500181244445079,21,21
b_T_fac24:log10_dose,-1.1360976434809777,24,24
b_T_fac26:log10_dose,-0.6675473497845087,26,26
b_T_fac27:log10_dose,-0.24231564153436666,27,27
b_T_fac28:log10_dose,-0.5728638802880703,28,28
b_T_fac15:log10_dose,-0.5134619677476322,15,15
b_T_fac18:log10_dose,-0.4814696337164817,18,18
b_T_fac21:log10_dose,-0.7343088167128232,21,21
b_T_fac24:log10_dose,-0.9175033227597396,24,24
b_T_fac26:log10_dose,-0.6153190719978558,26,26
b_T_fac27:log10_dose,-0.2331689800107565,27,27
b_T_fac28:log10_dose,-0.2670751304180419,28,28
b_T_fac15:log10_dose,-0.781765317016613,15,15
b_T_fac18:log10_dose,-0.38819390250099545,18,18
b_T_fac21:log10_dose,-0.6458053560806778,21,21
b_T_fac24:log10_dose,-1.1513367632208533,24,24
b_T_fac26:log10_dose,-0.574313363326283,26,26
b_T_fac27:log10_dose,0.043611481153551776,27,27
b_T_fac28:log10_dose,-0.7775561139194713,28,28
b_T_fac15:log10_dose,-0.9666622582681075,15,15
b_T_fac18:log10_dose,-0.24018382665518107,18,18
b_T_fac21:log10_dose,-0.5065866584455168,21,21
b_T_fac24:log10_dose,-1.0452207431320588,24,24
b_T_fac26:log10_dose,-0.6829896562659102,26,26
b_T_fac27:log10_dose,-0.44490837628993607,27,27
b_T_fac28:log10_dose,-0.5020104807450995,28,28
b_T_fac15:log10_dose,-1.0681038035488197,15,15
b_T_fac18:log10_dose,-0.2335830749509562,18,18
b_T_fac21:log10_dose,-0.629891755463423,21,21
b_T_fac24:log10_dose,-1.0266874979048042,24,24
b_T_fac26:log10_dose,-0.5779216767926394,26,26
b_T_fac27:log10_dose,-0.422331395841802,27,27
b_T_fac28:log10_dose,-0.3040089154600483,28,28
b_T_fac15:log10_dose,-1.2787250573002618,15,15
b_T_fac18:log10_dose,-0.5369298402468566,18,18
b_T_fac21:log10_dose,-0.5502867015362822,21,21
b_T_fac24:log10_dose,-1.019869441056697,24,24
b_T_fac26:log10_dose,-0.41510391749186415,26,26
b_T_fac27:log10_dose,-0.15780953460629837,27,27
b_T_fac28:log10_dose,-0.6419181242871469,28,28
b_T_fac15:log10_dose,-0.7241284293668435,15,15
b_T_fac18:log10_dose,-0.6384134921252175,18,18
b_T_fac21:log10_dose,-0.5309282482026518,21,21
b_T_fac24:log10_dose,-1.153649347985384,24,24
b_T_fac26:log10_dose,-0.6916885930912977,26,26
b_T_fac27:log10_dose,-0.23150864623088674,27,27
b_T_fac28:log10_dose,-0.12712481151828117,28,28
b_T_fac15:log10_dose,-1.1046070722326802,15,15
b_T_fac18:log10_dose,-0.1346176733905179,18,18
b_T_fac21:log10_dose,-0.7035609459472891,21,21
b_T_fac24:log10_dose,-1.265740173773455,24,24
b_T_fac26:log10_dose,-0.3482090532122747,26,26
b_T_fac27:log10_dose,-0.07236525267398093,27,27
b_T_fac28:log10_dose,-0.7573266338630809,28,28
b_T_fac15:log10_dose,-1.089478881948639,15,15
b_T_fac18:log10_dose,-0.18554876248367375,18,18
b_T_fac21:log10_dose,-0.5270227015561033,21,21
b_T_fac24:log10_dose,-1.207059254266181,24,24
b_T_fac26:log10_dose,-0.5703322316175102,26,26
b_T_fac27:log10_dose,-0.08290058511823778,27,27
b_T_fac28:log10_dose,-0.7601939645942171,28,28
b_T_fac15:log10_dose,-0.9506103587855036,15,15
b_T_fac18:log10_dose,-0.3839032735487886,18,18
b_T_fac21:log10_dose,-0.5194745948897294,21,21
b_T_fac24:log10_dose,-1.2370629630406123,24,24
b_T_fac26:log10_dose,-0.49186856451717464,26,26
b_T_fac27:log10_dose,-0.2428461399132339,27,27
b_T_fac28:log10_dose,-0.6144518452477413,28,28
b_T_fac15:log10_dose,-0.8993018895625421,15,15
b_T_fac18:log10_dose,-0.3743102994591114,18,18
b_T_fac21:log10_dose,-0.5158757743644268,21,21
b_T_fac24:log10_dose,-1.2212387061977148,24,24
b_T_fac26:log10_dose,-0.43619507520590844,26,26
b_T_fac27:log10_dose,-0.25518845338548185,27,27
b_T_fac28:log10_dose,-0.5570487235916617,28,28
b_T_fac15:log10_dose,-0.9005922715395853,15,15
b_T_fac18:log10_dose,-0.29337480157039736,18,18
b_T_fac21:log10_dose,-0.6127119983911441,21,21
b_T_fac24:log10_dose,-1.0861407538162515,24,24
b_T_fac26:log10_dose,-0.7009119016647836,26,26
b_T_fac27:log10_dose,-0.0977017231192677,27,27
b_T_fac28:log10_dose,-0.7498729316998347,28,28
b_T_fac15:log10_dose,-1.0132806973640098,15,15
b_T_fac18:log10_dose,-0.23278108829198219,18,18
b_T_fac21:log10_dose,-0.5663283531649335,21,21
b_T_fac24:log10_dose,-1.1829678852184395,24,24
b_T_fac26:log10_dose,-0.7002397374431295,26,26
b_T_fac27:log10_dose,-0.2881694126116959,27,27
b_T_fac28:log10_dose,-0.41901662578023374,28,28
b_T_fac15:log10_dose,-1.0662135712549454,15,15
b_T_fac18:log10_dose,-0.6219103352542636,18,18
b_T_fac21:log10_dose,-0.7672909859062294,21,21
b_T_fac24:log10_dose,-1.2009799843900701,24,24
b_T_fac26:log10_dose,-0.662862742054323,26,26
b_T_fac27:log10_dose,-0.3094573585261433,27,27
b_T_fac28:log10_dose,-0.2361621342245712,28,28
b_T_fac15:log10_dose,-1.1066428326100315,15,15
b_T_fac18:log10_dose,-0.5427405266711672,18,18
b_T_fac21:log10_dose,-0.6323912835693016,21,21
b_T_fac24:log10_dose,-1.051031231026851,24,24
b_T_fac26:log10_dose,-0.5675119020462824,26,26
b_T_fac27:log10_dose,-0.3220091071073931,27,27
b_T_fac28:log10_dose,-0.24358076779107854,28,28
b_T_fac15:log10_dose,-1.1933804403910386,15,15
b_T_fac18:log10_dose,-0.5292942383345334,18,18
b_T_fac21:log10_dose,-0.8126259535277948,21,21
b_T_fac24:log10_dose,-1.1228592373878292,24,24
b_T_fac26:log10_dose,-0.5157373584313911,26,26
b_T_fac27:log10_dose,0.025403624824877742,27,27
b_T_fac28:log10_dose,-0.5839675267680456,28,28
b_T_fac15:log10_dose,-0.7406134236962292,15,15
b_T_fac18:log10_dose,-0.3136845088410894,18,18
b_T_fac21:log10_dose,-0.4095647065264236,21,21
b_T_fac24:log10_dose,-1.2220102720194228,24,24
b_T_fac26:log10_dose,-0.6164352404495974,26,26
b_T_fac27:log10_dose,-0.3956175411949053,27,27
b_T_fac28:log10_dose,-0.20681542260045577,28,28
b_T_fac15:log10_dose,-1.1039158749935092,15,15
b_T_fac18:log10_dose,-0.28460330039985837,18,18
b_T_fac21:log10_dose,-0.5562965198674095,21,21
b_T_fac24:log10_dose,-1.0860992855843579,24,24
b_T_fac26:log10_dose,-0.85411878831411,26,26
b_T_fac27:log10_dose,0.1397293364846015,27,27
b_T_fac28:log10_dose,-0.9436761743914002,28,28
b_T_fac15:log10_dose,-0.9393170237964106,15,15
b_T_fac18:log10_dose,-0.20099296495629468,18,18
b_T_fac21:log10_dose,-0.892619787016491,21,21
b_T_fac24:log10_dose,-1.1930479901466338,24,24
b_T_fac26:log10_dose,-0.2658296031018191,26,26
b_T_fac27:log10_dose,-0.4270745684248667,27,27
b_T_fac28:log10_dose,-0.23267842163164637,28,28
b_T_fac15:log10_dose,-1.0339935130513387,15,15
b_T_fac18:log10_dose,-0.8087617240202095,18,18
b_T_fac21:log10_dose,-0.6469360507650809,21,21
b_T_fac24:log10_dose,-1.066123804147993,24,24
b_T_fac26:log10_dose,-0.6112709930302389,26,26
b_T_fac27:log10_dose,-0.4135046663157256,27,27
b_T_fac28:log10_dose,-0.5360111862997873,28,28
b_T_fac15:log10_dose,-1.073140910375843,15,15
b_T_fac18:log10_dose,-0.641237014400511,18,18
b_T_fac21:log10_dose,-0.5781411191677469,21,21
b_T_fac24:log10_dose,-1.0083420786894233,24,24
b_T_fac26:log10_dose,-0.7524413209836104,26,26
b_T_fac27:log10_dose,-0.37909530669106406,27,27
b_T_fac28:log10_dose,-0.6750094666607596,28,28
b_T_fac15:log10_dose,-1.001985785225662,15,15
b_T_fac18:log10_dose,-0.28907645228217776,18,18
b_T_fac21:log10_dose,-0.6672871711584741,21,21
b_T_fac24:log10_dose,-1.1423917307680342,24,24
b_T_fac26:log10_dose,-0.539459016073395,26,26
b_T_fac27:log10_dose,-0.4408000777118578,27,27
b_T_fac28:log10_dose,-0.29443698381803585,28,28
b_T_fac15:log10_dose,-0.9365697030739617,15,15
b_T_fac18:log10_dose,-0.47642709261744937,18,18
b_T_fac21:log10_dose,-0.7764078708634103,21,21
b_T_fac24:log10_dose,-0.8810251624684508,24,24
b_T_fac26:log10_dose,-0.47897722396778203,26,26
b_T_fac27:log10_dose,-0.5776880006862569,27,27
b_T_fac28:log10_dose,-0.4139490605887541,28,28
b_T_fac15:log10_dose,-0.8246504787476617,15,15
b_T_fac18:log10_dose,-0.46293969609792135,18,18
b_T_fac21:log10_dose,-0.5736382278427877,21,21
b_T_fac24:log10_dose,-1.3980086449556073,24,24
b_T_fac26:log10_dose,-0.6961011748233766,26,26
b_T_fac27:log10_dose,-0.1339805373462389,27,27
b_T_fac28:log10_dose,-0.47106111486639435,28,28
b_T_fac15:log10_dose,-1.0435956466462828,15,15
b_T_fac18:log10_dose,-0.8380098017023629,18,18
b_T_fac21:log10_dose,-0.569217098182872,21,21
b_T_fac24:log10_dose,-1.150818924658951,24,24
b_T_fac26:log10_dose,-0.6235320086740919,26,26
b_T_fac27:log10_dose,0.07297044442661263,27,27
b_T_fac28:log10_dose,-0.19524209600735945,28,28
b_T_fac15:log10_dose,-0.9140041713487989,15,15
b_T_fac18:log10_dose,-0.10206597792753949,18,18
b_T_fac21:log10_dose,-0.7729784842217926,21,21
b_T_fac24:log10_dose,-1.0573374420132213,24,24
b_T_fac26:log10_dose,-0.49392855253084955,26,26
b_T_fac27:log10_dose,-0.35336730573770897,27,27
b_T_fac28:log10_dose,-1.076125342146497,28,28
b_T_fac15:log10_dose,-0.8528528782597736,15,15
b_T_fac18:log10_dose,-0.48710804310308775,18,18
b_T_fac21:log10_dose,-0.5939413460857174,21,21
b_T_fac24:log10_dose,-0.9032063211092348,24,24
b_T_fac26:log10_dose,-0.5714049132141973,26,26
b_T_fac27:log10_dose,-0.2253465098502043,27,27
b_T_fac28:log10_dose,-0.44290892273191657,28,28
b_T_fac15:log10_dose,-0.933916817598841,15,15
b_T_fac18:log10_dose,-0.5125718258475903,18,18
b_T_fac21:log10_dose,-0.5754489492742998,21,21
b_T_fac24:log10_dose,-0.9970878757568845,24,24
b_T_fac26:log10_dose,-0.6359760296300817,26,26
b_T_fac27:log10_dose,-0.08798929005844416,27,27
b_T_fac28:log10_dose,-0.48439373678221326,28,28
b_T_fac15:log10_dose,-0.9616302156100659,15,15
b_T_fac18:log10_dose,-0.29061482448889697,18,18
b_T_fac21:log10_dose,-0.8396327628935134,21,21
b_T_fac24:log10_dose,-0.9893253581908454,24,24
b_T_fac26:log10_dose,-0.5779698344708566,26,26
b_T_fac27:log10_dose,-0.419630052382588,27,27
b_T_fac28:log10_dose,-0.6138295094813148,28,28
b_T_fac15:log10_dose,-0.9488257236229684,15,15
b_T_fac18:log10_dose,-0.30042617523194154,18,18
b_T_fac21:log10_dose,-0.684624629101011,21,21
b_T_fac24:log10_dose,-1.1952886342479354,24,24
b_T_fac26:log10_dose,-0.5610708200159698,26,26
b_T_fac27:log10_dose,0.1499074661601803,27,27
b_T_fac28:log10_dose,-0.5316066434308098,28,28
b_T_fac15:log10_dose,-0.977201201859001,15,15
b_T_fac18:log10_dose,-0.5937079948624249,18,18
b_T_fac21:log10_dose,-0.45037336046722615,21,21
b_T_fac24:log10_dose,-1.0957227990844411,24,24
b_T_fac26:log10_dose,-0.69953470951578,26,26
b_T_fac27:log10_dose,-0.3140784021300051,27,27
b_T_fac28:log10_dose,-0.07388553706539171,28,28
b_T_fac15:log10_dose,-0.7505250201955241,15,15
b_T_fac18:log10_dose,-0.2667332240317135,18,18
b_T_fac21:log10_dose,-0.8726900155196703,21,21
b_T_fac24:log10_dose,-1.1849489069046264,24,24
b_T_fac26:log10_dose,-0.3507171778267856,26,26
b_T_fac27:log10_dose,-0.3982664599948133,27,27
b_T_fac28:log10_dose,-0.9591369962737903,28,28
b_T_fac15:log10_dose,-1.1526069892355624,15,15
b_T_fac18:log10_dose,-0.4986811844626729,18,18
b_T_fac21:log10_dose,-0.7055829753333734,21,21
b_T_fac24:log10_dose,-1.0780909611224487,24,24
b_T_fac26:log10_dose,-0.6283159601581468,26,26
b_T_fac27:log10_dose,-0.15096950531811998,27,27
b_T_fac28:log10_dose,-0.32064713036653725,28,28
b_T_fac15:log10_dose,-0.9713547883061708,15,15
b_T_fac18:log10_dose,-0.26418797525068105,18,18
b_T_fac21:log10_dose,-0.7692160014624222,21,21
b_T_fac24:log10_dose,-1.1551499745653306,24,24
b_T_fac26:log10_dose,-0.8359765728802786,26,26
b_T_fac27:log10_dose,-0.6023168100061806,27,27
b_T_fac28:log10_dose,-0.6129403249108126,28,28
b_T_fac15:log10_dose,-1.092667264694394,15,15
b_T_fac18:log10_dose,-0.40367192589292833,18,18
b_T_fac21:log10_dose,-0.5974529474553851,21,21
b_T_fac24:log10_dose,-1.1780807483636737,24,24
b_T_fac26:log10_dose,-0.1622667051196799,26,26
b_T_fac27:log10_dose,-0.1791849892239608,27,27
b_T_fac28:log10_dose,-0.484638286693904,28,28
b_T_fac15:log10_dose,-0.7236142099014307,15,15
b_T_fac18:log10_dose,-0.5279289841323797,18,18
b_T_fac21:log10_dose,-0.6099954781410093,21,21
b_T_fac24:log10_dose,-0.97455375651313,24,24
b_T_fac26:log10_dose,-0.7156641836332864,26,26
b_T_fac27:log10_dose,0.20507145397134902,27,27
b_T_fac28:log10_dose,-0.3010857125313244,28,28
b_T_fac15:log10_dose,-1.1116527331756427,15,15
b_T_fac18:log10_dose,-0.1261112932933478,18,18
b_T_fac21:log10_dose,-0.3627876870379794,21,21
b_T_fac24:log10_dose,-1.3087152057911022,24,24
b_T_fac26:log10_dose,-0.6035821523300181,26,26
b_T_fac27:log10_dose,-0.5459250149309296,27,27
b_T_fac28:log10_dose,-0.5704601472448932,28,28
b_T_fac15:log10_dose,-0.9593293755190063,15,15
b_T_fac18:log10_dose,-0.7382934995528655,18,18
b_T_fac21:log10_dose,-0.852024532220703,21,21
b_T_fac24:log10_dose,-1.4134710493849407,24,24
b_T_fac26:log10_dose,-0.6561826612475875,26,26
b_T_fac27:log10_dose,-0.18114461631094858,27,27
b_T_fac28:log10_dose,-0.41649045814300023,28,28
b_T_fac15:log10_dose,-0.8417645187215935,15,15
b_T_fac18:log10_dose,-0.25374328662929724,18,18
b_T_fac21:log10_dose,-0.44130703629428936,21,21
b_T_fac24:log10_dose,-0.91066974316045,24,24
b_T_fac26:log10_dose,-0.6937919225526511,26,26
b_T_fac27:log10_dose,-0.20023938414112108,27,27
b_T_fac28:log10_dose,-0.698678848757466,28,28
b_T_fac15:log10_dose,-0.9313300881490747,15,15
b_T_fac18:log10_dose,-0.43176276184207774,18,18
b_T_fac21:log10_dose,-0.6985457220130585,21,21
b_T_fac24:log10_dose,-1.528784839563479,24,24
b_T_fac26:log10_dose,-0.6484339778466406,26,26
b_T_fac27:log10_dose,-0.43490683269037916,27,27
b_T_fac28:log10_dose,-0.2577127129248229,28,28
b_T_fac15:log10_dose,-1.1535543291865784,15,15
b_T_fac18:log10_dose,-0.4122530681060188,18,18
