param,slope,T,T_fac
b_T_fac21:log10_dose,-0.6155425566801621,21,21
b_T_fac24:log10_dose,-1.0291261493394757,24,24
b_T_fac26:log10_dose,-0.7620000580165939,26,26
b_T_fac27:log10_dose,-0.2081789473958518,27,27
b_T_fac28:log10_dose,-0.5094254787314562,28,28
b_T_fac15:log10_dose,-0.9718709826389138,15,15
b_T_fac18:log10_dose,-0.20066431099445978,18,18
b_T_fac21:log10_dose,-0.5423469756148601,21,21
b_T_fac24:log10_dose,-0.9853605692622419,24,24
b_T_fac26:log10_dose,-0.5475086055845838,26,26
b_T_fac27:log10_dose,-0.21054530584187828,27,27
b_T_fac28:log10_dose,-0.5474038792602784,28,28
b_T_fac15:log10_dose,-1.0036581323156153,15,15
b_T_fac18:log10_dose,-0.5059634500661452,18,18
b_T_fac21:log10_dose,-0.4532316505809921,21,21
b_T_fac24:log10_dose,-1.1101668615932254,24,24
b_T_fac26:log10_dose,-0.4937532875681132,26,26
b_T_fac27:log10_dose,-0.33942135632810316,27,27
b_T_fac28:log10_dose,-0.5043080827514324,28,28
b_T_fac15:log10_dose,-1.1481030146897693,15,15
b_T_fac18:log10_dose,-0.5342743123711501,18,18
b_T_fac21:log10_dose,-0.46415546920149137,21,21
b_T_fac24:log10_dose,-1.2582398886027004,24,24
b_T_fac26:log10_dose,-0.5382993840243602,26,26
b_T_fac27:log10_dose,-0.2542949073960378,27,27
b_T_fac28:log10_dose,-0.7332347852311043,28,28
b_T_fac15:log10_dose,-0.8327641490391647,15,15
b_T_fac18:log10_dose,-0.5065563502164778,18,18
b_T_fac21:log10_dose,-0.6500937155222016,21,21
b_T_fac24:log10_dose,-1.0004774297692494,24,24
b_T_fac26:log10_dose,-0.5713658738487816,26,26
b_T_fac27:log10_dose,-0.5717344413042322,27,27
b_T_fac28:log10_dose,-0.321264108605871,28,28
b_T_fac15:log10_dose,-0.9593329673325602,15,15
b_T_fac18:log10_dose,-0.1679671474802105,18,18
b_T_fac21:log10_dose,-0.5913930535006813,21,21
b_T_fac24:log10_dose,-1.1366113594225007,24,24
b_T_fac26:log10_dose,-0.4550626146355057,26,26
b_T_fac27:log10_dose,-0.553307829132993,27,27
b_T_fac28:log10_dose,-0.5280162680716792,28,28
b_T_fac15:log10_dose,-0.9953408922604716,15,15
b_T_fac18:log10_dose,-0.48625403373711223,18,18
b_T_fac21:log10_dose,-0.5895345038277007,21,21
b_T_fac24:log10_dose,-0.9843495394687768,24,24
b_T_fac26:log10_dose,-0.6014314893834927,26,26
b_T_fac27:log10_dose,-0.4181164137243324,27,27
b_T_fac28:log10_dose,-0.28339912868559985,28,28
b_T_fac15:log10_dose,-0.8861578067097275,15,15
b_T_fac18:log10_dose,-0.4764661618245891,18,18
b_T_fac21:log10_dose,-0.6011940957945489,21,21
b_T_fac24:log10_dose,-1.0728289907614446,24,24
b_T_fac26:log10_dose,-0.6622574716040461,26,26
b_T_fac27:log10_dose,-0.3123111241350871,27,27
b_T_fac28:log10_dose,-0.3600194411556891,28,28
b_T_fac15:log10_dose,-1.2255453331425004,15,15
b_T_fac18:log10_dose,-0.1820535043091935,18,18
b_T_fac21:log10_dose,-0.5722084857293531,21,21
b_T_fac24:log10_dose,-1.235435311945078,24,24
b_T_fac26:log10_dose,-0.5130153327536828,26,26
b_T_fac27:log10_dose,-0.1457367188835291,27,27
b_T_fac28:log10_dose,-0.4592188911068429,28,28
b_T_fac15:log10_dose,-1.22448927085504,15,15
b_T_fac18:log10_dose,-0.2561991543430662,18,18
b_T_fac21:log10_dose,-0.5139094642976505,21,21
b_T_fac24:log10_dose,-1.3065343971264949,24,24
b_T_fac26:log10_dose,-0.5991558389789333,26,26
b_T_fac27:log10_dose,0.07242666990825557,27,27
b_T_fac28:log10_dose,-0.5282458233194876,28,28
b_T_fac15:log10_dose,-1.1558974581758998,15,15
b_T_fac18:log10_dose,-0.639189609213443,18,18
b_T_fac21:log10_dose,-0.5823187722593013,21,21
b_T_fac24:log10_dose,-1.1812194508050067,24,24
b_T_fac26:log10_dose,-0.6521079464057218,26,26
b_T_fac27:log10_dose,0.1308944899209018,27,27
b_T_fac28:log10_dose,-0.6593807916067839,28,28
b_T_fac15:log10_dose,-1.1698976084926593,15,15
b_T_fac18:log10_dose,-0.5383776148755698,18,18
b_T_fac21:log10_dose,-0.6088025899719098,21,21
b_T_fac24:log10_dose,-1.1186303758441938,24,24
b_T_fac26:log10_dose,-0.6161347725834665,26,26
b_T_fac27:log10_dose,0.11972327423270138,27,27
b_T_fac28:log10_dose,-0.6043531418912126,28,28
b_T_fac15:log10_dose,-0.898805203355851,15,15
b_T_fac18:log10_dose,-0.15121583234804584,18,18
b_T_fac21:log10_dose,-0.6028689917163281,21,21
b_T_fac24:log10_dose,-1.057759154664342,24,24
b_T_fac26:log10_dose,-0.6593535389929644,26,26
b_T_fac27:log10_dose,-0.5880151241395827,27,27
b_T_fac28:log10_dose,-0.3648982086426535,28,28
b_T_fac15:log10_dose,-0.712923723268705,15,15
b_T_fac18:log10_dose,-0.15897179234406672,18,18
b_T_fac21:log10_dose,-0.5483196420405237,21,21
b_T_fac24:log10_dose,-1.0245513621023645,24,24
b_T_fac26:log10_dose,-0.7655613133913268,26,26
b_T_fac27:log10_dose,-0.5022754502989802,27,27
b_T_fac28:log10_dose,-0.2891491726548679,28,28
b_T_fac15:log10_dose,-0.7103289499975186,15,15
b_T_fac18:log10_dose,-0.09768739490329706,18,18
b_T_fac21:log10_dose,-0.4614493801368769,21,21
b_T_fac24:log10_dose,-1.0107789651288663,24,24
b_T_fac26:log10_dose,-0.537672381374433,26,26
b_T_fac27:log10_dose,-0.5908083730061197,27,27
b_T_fac28:log10_dose,-0.339324937628032,28,28
b_T_fac15:log10_dose,-1.007863915567563,15,15
b_T_fac18:log10_dose,-0.5822610175608122,18,18
b_T_fac21:log10_dose,-0.7722077457864924,21,21
b_T_fac24:log10_dose,-1.4290831698364943,24,24
b_T_fac26:log10_dose,-0.5206372393155418,26,26
b_T_fac27:log10_dose,-0.30502408938666287,27,27
b_T_fac28:log10_dose,-0.5525124965105963,28,28
b_T_fac15:log10_dose,-0.8165316641378901,15,15
b_T_fac18:log10_dose,-0.29874216776358925,18,18
b_T_fac21:log10_dose,-0.7665115412536329,21,21
b_T_fac24:log10_dose,-1.0592556680582346,24,24
b_T_fac26:log10_dose,-0.7566267875643142,26,26
b_T_fac27:log10_dose,-0.07132192335893833,27,27
b_T_fac28:log10_dose,-0.5067717484589416,28,28
b_T_fac15:log10_dose,-0.7755886685615667,15,15
b_T_fac18:log10_dose,-0.49859753253428174,18,18
b_T_fac21:log10_dose,-0.6344152430122427,21,21
b_T_fac24:log10_dose,-1.1968658813745807,24,24
b_T_fac26:log10_dose,-0.8352637222121604,26,26
b_T_fac27:log10_dose,-0.077037298818501,27,27
b_T_fac28:log10_dose,-0.3862107564558501,28,28
b_T_fac15:log10_dose,-1.1698958380663114,15,15
b_T_fac18:log10_dose,-0.2009031797474666,18,18
b_T_fac21:log10_dose,-0.6396895956790871,21,21
b_T_fac24:log10_dose,-1.0992471351890656,24,24
b_T_fac26:log10_dose,-0.6481989688810239,26,26
b_T_fac27:log10_dose,-0.36794812335600596,27,27
b_T_fac28:log10_dose,-0.6223416413189304,28,28
b_T_fac15:log10_dose,-1.1336299666230636,15,15
b_T_fac18:log10_dose,-0.31858469863531197,18,18
b_T_fac21:log10_dose,-0.45527844075651003,21,21
b_T_fac24:log10_dose,-1.1057460250795617,24,24
b_T_fac26:log10_dose,-0.7782602401836815,26,26
b_T_fac27:log10_dose,-0.2674089347649765,27,27
b_T_fac28:log10_dose,-0.5213264962267086,28,28
b_T_fac15:log10_dose,-1.1004144058438485,15,15
b_T_fac18:log10_dose,-0.1854670385375994,18,18
b_T_fac21:log10_dose,-0.7071231407750819,21,21
b_T_fac24:log10_dose,-1.3433878824298662,24,24
b_T_fac26:log10_dose,-0.5768699413841338,26,26
b_T_fac27:log10_dose,-0.4206957227063335,27,27
b_T_fac28:log10_dose,-0.46412639473282075,28,28
b_T_fac15:log10_dose,-0.8456811306642753,15,15
b_T_fac18:log10_dose,-0.524523261300651,18,18
b_T_fac21:log10_dose,-0.5985903893892038,21,21
b_T_fac24:log10_dose,-0.9266161573267921,24,24
b_T_fac26:log10_dose,-0.42592839751587286,26,26
b_T_fac27:log10_dose,0.06600822700315327,27,27
b_T_fac28:log10_dose,-0.5607703252828552,28,28
b_T_fac15:log10_dose,-0.8997443973377516,15,15
b_T_fac18:log10_dose,-0.5619089474026484,18,18
b_T_fac21:log10_dose,-0.6528385341629955,21,21
b_T_fac24:log10_dose,-0.8970912502538597,24,24
b_T_fac26:log10_dose,-0.5804365304409892,26,26
b_T_fac27:log10_dose,-0.024358115126638658,27,27
b_T_fac28:log10_dose,-0.5318768607061924,28,28
b_T_fac15:log10_dose,-1.13754073190744,15,15
b_T_fac18:log10_dose,-0.332465305547783,18,18
b_T_fac21:log10_dose,-0.5097744971912992,21,21
b_T_fac24:log10_dose,-1.6409963839906145,24,24
b_T_fac26:log10_dose,-0.6167826061543078,26,26
b_T_fac27:log10_dose,-0.40662239090830277,27,27
b_T_fac28:log10_dose,-0.4390335250995932,28,28
b_T_fac15:log10_dose,-1.057539391770625,15,15
b_T_fac18:log10_dose,-0.13940256270667065,18,18
b_T_fac21:log10_dose,-0.6784904237485074,21,21
b_T_fac24:log10_dose,-1.3192693421997954,24,24
b_T_fac26:log10_dose,-0.9108304544273251,26,26
b_T_fac27:log10_dose,-0.34185454504591595,27,27
b_T_fac28:log10_dose,-0.5581049852560711,28,28
b_T_fac15:log10_dose,-0.957880538351359,15,15
b_T_fac18:log10_dose,-0.2535384088179625,18,18
b_T_fac21:log10_dose,-0.7234134571561399,21,21
b_T_fac24:log10_dose,-1.3334063799408233,24,24
b_T_fac26:log10_dose,-0.7476394113828401,26,26
b_T_fac27:log10_dose,-0.40589177825633127,27,27
b_T_fac28:log10_dose,-0.4080758883733495,28,28
b_T_fac15:log10_dose,-1.0829958187462212,15,15
b_T_fac18:log10_dose,-0.4225969202070343,18,18
b_T_fac21:log10_dose,-0.9666939719048098,21,21
b_T_fac24:log10_dose,-1.5948857271541461,24,24
b_T_fac26:log10_dose,-0.9135168071390702,26,26
b_T_fac27:log10_dose,-0.33729985049877864,27,27
b_T_fac28:log10_dose,-0.4459050175345224,28,28
b_T_fac15:log10_dose,-1.1068875287392785,15,15
b_T_fac18:log10_dose,-0.23692195352287662,18,18
b_T_fac21:log10_dose,-0.8660025621656033,21,21
b_T_fac24:log10_dose,-1.3613623558998111,24,24
b_T_fac26:log10_dose,-0.7389673434576888,26,26
b_T_fac27:log10_dose,-0.2515706841456458,27,27
b_T_fac28:log10_dose,-0.5138639875105157,28,28
b_T_fac15:log10_dose,-0.8374983846623324,15,15
b_T_fac18:log10_dose,-0.3302162720470462,18,18
b_T_fac21:log10_dose,-0.5691694721564291,21,21
b_T_fac24:log10_dose,-0.7942290873711308,24,24
b_T_fac26:log10_dose,-0.485823128357311,26,26
b_T_fac27:log10_dose,-0.18060747592014087,27,27
b_T_fac28:log10_dose,-0.5979975965019396,28,28
b_T_fac15:log10_dose,-1.0852777840864307,15,15
b_T_fac18:log10_dose,-0.09063155070440218,18,18
b_T_fac21:log10_dose,-0.6311203297105539,21,21
b_T_fac24:log10_dose,-1.3181053433991838,24,24
b_T_fac26:log10_dose,-0.9798083305991612,26,26
b_T_fac27:log10_dose,-0.3855275342429826,27,27
b_T_fac28:log10_dose,-0.3444723426764826,28,28
b_T_fac15:log10_dose,-1.0656081523443603,15,15
b_T_fac18:log10_dose,-0.11510006360743083,18,18
b_T_fac21:log10_dose,-0.5225320763134914,21,21
b_T_fac24:log10_dose,-1.2776922215088335,24,24
b_T_fac26:log10_dose,-0.9524680080663166,26,26
b_T_fac27:log10_dose,-0.4019068394111053,27,27
b_T_fac28:log10_dose,-0.34141237578167616,28,28
b_T_fac15:log10_dose,-0.9344650412303682,15,15
b_T_fac18:log10_dose,-0.44308787328929555,18,18
b_T_fac21:log10_dose,-0.5109253448124389,21,21
b_T_fac24:log10_dose,-1.081811221542204,24,24
b_T_fac26:log10_dose,-0.47532784171246,26,26
b_T_fac27:log10_dose,-0.04545111497534422,27,27
b_T_fac28:log10_dose,-0.6048416376078688,28,28
b_T_fac15:log10_dose,-0.8834034277210281,15,15
b_T_fac18:log10_dose,-0.13837151732019987,18,18
b_T_fac21:log10_dose,-0.6413626421251234,21,21
b_T_fac24:log10_dose,-1.2659943298780272,24,24
b_T_fac26:log10_dose,-0.3521872182766659,26,26
b_T_fac27:log10_dose,-0.2317962024615433,27,27
b_T_fac28:log10_dose,-0.916437460406601,28,28
b_T_fac15:log10_dose,-0.8220756767533671,15,15
b_T_fac18:log10_dose,-0.7123120326874234,18,18
b_T_fac21:log10_dose,-0.5500887924770589,21,21
b_T_fac24:log10_dose,-1.0179540876188469,24,24
b_T_fac26:log10_dose,-0.6739957762744783,26,26
b_T_fac27:log10_dose,-0.22594193898674425,27,27
b_T_fac28:log10_dose,-0.29828654947992417,28,28
b_T_fac15:log10_dose,-0.9283169389907305,15,15
b_T_fac18:log10_dose,-0.22163756432636636,18,18
b_T_fac21:log10_dose,-0.6513888531754056,21,21
b_T_fac24:log10_dose,-0.91238060383501,24,24
b_T_fac26:log10_dose,-0.6836325948707597,26,26
b_T_fac27:log10_dose,-0.18520362644818283,27,27
b_T_fac28:log10_dose,-0.45454527378142695,28,28
b_T_fac15:log10_dose,-1.2822544889763001,15,15
b_T_fac18:log10_dose,-0.527994685867027,18,18
b_T_fac21:log10_dose,-0.5319700382067364,21,21
b_T_fac24:log10_dose,-1.4508085545278744,24,24
b_T_fac26:log10_dose,-0.6414340132528182,26,26
b_T_fac27:log10_dose,-0.1745750151142763,27,27
b_T_fac28:log10_dose,-0.2926473771669265,28,28
b_T_fac15:log10_dose,-0.5636810140494591,15,15
b_T_fac18:log10_dose,-0.13899748935834894,18,18
b_T_fac21:log10_dose,-0.7338155007674831,21,21
b_T_fac24:log10_dose,-1.1207416233413723,24,24
b_T_fac26:log10_dose,-0.5931767044156774,26,26
b_T_fac27:log10_dose,-0.24647575533952876,27,27
b_T_fac28:log10_dose,-0.6560652614811424,28,28
b_T_fac15:log10_dose,-0.9909144159087508,15,15
b_T_fac18:log10_dose,-0.5333874835824404,18,18
b_T_fac21:log10_dose,-0.6833369274593929,21,21
b_T_fac24:log10_dose,-0.9495295956897822,24,24
b_T_fac26:log10_dose,-0.406311008716703,26,26
b_T_fac27:log10_dose,-0.08053222309238453,27,27
b_T_fac28:log10_dose,-0.35580603505317193,28,28
b_T_fac15:log10_dose,-0.6387881611350921,15,15
b_T_fac18:log10_dose,-0.2870806445018749,18,18
b_T_fac21:log10_dose,-0.5735289911346042,21,21
b_T_fac24:log10_dose,-1.5233173284133033,24,24
b_T_fac26:log10_dose,-0.9815255739124107,26,26
b_T_fac27:log10_dose,-0.42750402217770817,27,27
b_T_fac28:log10_dose,-0.6717771450377751,28,28
b_T_fac15:log10_dose,-0.7599348325763886,15,15
b_T_fac18:log10_dose,-0.5853879201576109,18,18
b_T_fac21:log10_dose,-0.7439197968315956,21,21
b_T_fac24:log10_dose,-1.3678127131113451,24,24
b_T_fac26:log10_dose,-0.7771634681757208,26,26
b_T_fac27:log10_dose,-0.05220866493568724,27,27
b_T_fac28:log10_dose,-0.3322961983461009,28,28
b_T_fac15:log10_dose,-1.0270361505374395,15,15
b_T_fac18:log10_dose,-0.4196066225833106,18,18
b_T_fac21:log10_dose,-0.37414094015331756,21,21
b_T_fac24:log10_dose,-0.877833155160672,24,24
b_T_fac26:log10_dose,-0.5404617068876763,26,26
b_T_fac27:log10_dose,-0.31671604932681785,27,27
b_T_fac28:log10_dose,-0.7079141247336708,28,28
b_T_fac15:log10_dose,-0.9558114497991772,15,15
b_T_fac18:log10_dose,-0.20361616306230088,18,18
b_T_fac21:log10_dose,-0.7129096257858554,21,21
b_T_fac24:log10_dose,-1.3313656272318053,24,24
b_T_fac26:log10_dose,-0.7272001913245736,26,26
b_T_fac27:log10_dose,-0.15708897703831273,27,27
b_T_fac28:log10_dose,-0.28867471158106844,28,28
b_T_fac15:log10_dose,-0.8807604276482288,15,15
b_T_fac18:log10_dose,-0.22848709984292584,18,18
b_T_fac21:log10_dose,-0.6983906245912893,21,21
b_T_fac24:log10_dose,-1.3382769390601001,24,24
b_T_fac26:log10_dose,-0.6866305506864273,26,26
b_T_fac27:log10_dose,-0.06760904549789976,27,27
b_T_fac28:log10_dose,-0.30106983763003536,28,28
b_T_fac15:log10_dose,-1.162817061131989,15,15
b_T_fac18:log10_dose,-0.5696014445266679,18,18
b_T_fac21:log10_dose,-0.40751100248571376,21,21
b_T_fac24:log10_dose,-0.6567804771394303,24,24
b_T_fac26:log10_dose,-0.5586639922404367,26,26
b_T_fac27:log10_dose,-0.47310740576804333,27,27
b_T_fac28:log10_dose,-0.5667674770643157,28,28
b_T_fac15:log10_dose,-0.7399038258950567,15,15
b_T_fac18:log10_dose,-0.5031743177095548,18,18
b_T_fac21:log10_dose,-0.6740350405943228,21,21
b_T_fac24:log10_dose,-1.6659216269340669,24,24
b_T_fac26:log10_dose,-0.46037017501752675,26,26
b_T_fac27:log10_dose,-0.23205401972625114,27,27
b_T_fac28:log10_dose,-0.5286443443233985,28,28
b_T_fac15:log10_dose,-0.9646967959071997,15,15
b_T_fac18:log10_dose,-0.5236231633107715,18,18
b_T_fac21:log10_dose,-0.4830823335900651,21,21
b_T_fac24:log10_dose,-1.4324526082688827,24,24
b_T_fac26:log10_dose,-0.4320976930874322,26,26
b_T_fac27:log10_dose,-0.2867391213054351,27,27
b_T_fac28:log10_dose,-0.6739260196494296,28,28
b_T_fac15:log10_dose,-1.2122541086917544,15,15
b_T_fac18:log10_dose,-0.39125219681824946,18,18
b_T_fac21:log10_dose,-0.7181948004464833,21,21
b_T_fac24:log10_dose,-0.6441269328085903,24,24
b_T_fac26:log10_dose,-0.9222369068792033,26,26
b_T_fac27:log10_dose,-0.09986728462542271,27,27
b_T_fac28:log10_dose,-0.37961130846083735,28,28
b_T_fac15:log10_dose,-0.6486330641242337,15,15
b_T_fac18:log10_dose,-0.21675580634927877,18,18
b_T_fac21:log10_dose,-0.39734072253521824,21,21
b_T_fac24:log10_dose,-1.363881403419185,24,24
b_T_fac26:log10_dose,-0.5277905488327148,26,26
b_T_fac27:log10_dose,-0.3171595110988209,27,27
b_T_fac28:log10_dose,-0.431066408749577,28,28
b_T_fac15:log10_dose,-0.7030086972103105,15,15
b_T_fac18:log10_dose,-0.28128392539723623,18,18
b_T_fac21:log10_dose,-0.3991483919359162,21,21
b_T_fac24:log10_dose,-1.3702435269032072,24,24
b_T_fac26:log10_dose,-0.5642010705617774,26,26
b_T_fac27:log10_dose,-0.299165409314775,27,27
b_T_fac28:log10_dose,-0.4207720228346744,28,28
b_T_fac15:log10_dose,-0.9263819034014733,15,15
b_T_fac18:log10_dose,-0.3230425267700619,18,18
b_T_fac21:log10_dose,-0.6833491436206895,21,21
b_T_fac24:log10_dose,-1.090840837737105,24,24
b_T_fac26:log10_dose,-0.6007503924852186,26,26
b_T_fac27:log10_dose,-0.18469676364443585,27,27
b_T_fac28:log10_dose,-0.3517380660555109,28,28
b_T_fac15:log10_dose,-0.9370526420000331,15,15
b_T_fac18:log10_dose,-0.43495141025185335,18,18
b_T_fac21:log10_dose,-0.6885238680816292,21,21
b_T_fac24:log10_dose,-0.9178311919399298,24,24
b_T_fac26:log10_dose,-0.5716962620265079,26,26
b_T_fac27:log10_dose,-0.6460627178809784,27,27
b_T_fac28:log10_dose,-0.312782969739919,28,28
b_T_fac15:log10_dose,-0.8826636708462147,15,15
b_T_fac18:log10_dose,-0.3637908288945279,18,18
b_T_fac21:log10_dose,-0.6124283157298124,21,21
b_T_fac24:log10_dose,-1.2216249228216725,24,24
b_T_fac26:log10_dose,-0.7794932741017536,26,26
b_T_fac27:log10_dose,-0.16080467428323364,27,27
b_T_fac28:log10_dose,-0.6229567518675836,28,28
b_T_fac15:log10_dose,-1.0114819847947325,15,15
b_T_fac18:log10_dose,-0.35104190358439596,18,18
b_T_fac21:log10_dose,-0.8810061524209066,21,21
b_T_fac24:log10_dose,-1.081950530153693,24,24
b_T_fac26:log10_dose,-0.7616181204457213,26,26
b_T_fac27:log10_dose,-0.12284366204076017,27,27
b_T_fac28:log10_dose,-0.4045717339947593,28,28
b_T_fac15:log10_dose,-1.010363591053327,15,15
b_T_fac18:log10_dose,-0.3738212578414454,18,18
b_T_fac21:log10_dose,-0.9286190592104857,21,21
b_T_fac24:log10_dose,-1.1221550072671107,24,24
b_T_fac26:log10_dose,-0.8093947859828419,26,26
b_T_fac27:log10_dose,-0.1744121627393234,27,27
b_T_fac28:log10_dose,-0.30840338888934665,28,28
b_T_fac15:log10_dose,-1.051071988049908,15,15
b_T_fac18:log10_dose,-0.4834589270793968,18,18
b_T_fac21:log10_dose,-0.5973042091915366,21,21
b_T_fac24:log10_dose,-0.9064532755960323,24,24
b_T_fac26:log10_dose,-0.7443311568024156,26,26
b_T_fac27:log10_dose,-0.36496211553878755,27,27
b_T_fac28:log10_dose,-0.3139352584551755,28,28
b_T_fac15:log10_dose,-1.0877087361453976,15,15
b_T_fac18:log10_dose,-0.5081964322530038,18,18
b_T_fac21:log10_dose,-0.5875107013074644,21,21
b_T_fac24:log10_dose,-0.9610570963831248,24,24
b_T_fac26:log10_dose,-0.6324639076865616,26,26
b_T_fac27:log10_dose,-0.3362061294132475,27,27
b_T_fac28:log10_dose,-0.3094383524768292,28,28
b_T_fac15:log10_dose,-1.2477020570179262,15,15
b_T_fac18:log10_dose,-0.4138154042703316,18,18
b_T_fac21:log10_dose,-0.787220264695063,21,21
b_T_fac24:log10_dose,-0.9771946367394955,24,24
b_T_fac26:log10_dose,-0.7545402723093289,26,26
b_T_fac27:log10_dose,-0.4309399436008855,27,27
b_T_fac28:log10_dose,-0.22858992604006323,28,28
b_T_fac15:log10_dose,-1.0873878573946627,15,15
b_T_fac18:log10_dose,-0.4449304574901803,18,18
b_T_fac21:log10_dose,-0.695113205749612,21,21
b_T_fac24:log10_dose,-1.064455501676426,24,24
b_T_fac26:log10_dose,-0.69550635708862,26,26
b_T_fac27:log10_dose,-0.4962762733840979,27,27
b_T_fac28:log10_dose,-0.16024249577604435,28,28
b_T_fac15:log10_dose,-0.9758638786367237,15,15
b_T_fac18:log10_dose,-0.5730640870552186,18,18
b_T_fac21:log10_dose,-0.59511011977303,21,21
b_T_fac24:log10_dose,-0.8612532738491029,24,24
b_T_fac26:log10_dose,-0.6740382172615706,26,26
b_T_fac27:log10_dose,-0.07936042445911266,27,27
b_T_fac28:log10_dose,-0.460994901295521,28,28
b_T_fac15:log10_dose,-1.0402306084307642,15,15
b_T_fac18:log10_dose,-0.5577711564336272,18,18
b_T_fac21:log10_dose,-0.7859575528856088,21,21
b_T_fac24:log10_dose,-0.8483794070377408,24,24
b_T_fac26:log10_dose,-0.6983197555721093,26,26
b_T_fac27:log10_dose,-0.04643815580741125,27,27
b_T_fac28:log10_dose,-0.5173367551033098,28,28
b_T_fac15:log10_dose,-1.0359736234830605,15,15
b_T_fac18:log10_dose,-0.6589562132820568,18,18
b_T_fac21:log10_dose,-0.7164269636653974,21,21
b_T_fac24:log10_dose,-0.8275895823651502,24,24
b_T_fac26:log10_dose,-0.816076950279053,26,26
b_T_fac27:log10_dose,-0.04170011570150677,27,27
b_T_fac28:log10_dose,-0.7092456437904056,28,28
b_T_fac15:log10_dose,-1.156147264851239,15,15
b_T_fac18:log10_dose,-0.1998007753103771,18,18
b_T_fac21:log10_dose,-0.5694982532279133,21,21
b_T_fac24:log10_dose,-1.2674221383254978,24,24
b_T_fac26:log10_dose,-0.40347368476689677,26,26
b_T_fac27:log10_dose,-0.3915411584049371,27,27
b_T_fac28:log10_dose,-0.374088100435961,28,28
b_T_fac15:log10_dose,-0.7858383128672465,15,15
b_T_fac18:log10_dose,-0.49931035384526407,18,18
b_T_fac21:log10_dose,-0.5098773320225217,21,21
b_T_fac24:log10_dose,-1.0935511924531562,24,24
b_T_fac26:log10_dose,-0.7218049745421877,26,26
b_T_fac27:log10_dose,0.005228378961870103,27,27
b_T_fac28:log10_dose,-0.4861950624065321,28,28
b_T_fac15:log10_dose,-1.070078251824846,15,15
b_T_fac18:log10_dose,-0.29510267732375933,18,18
b_T_fac21:log10_dose,-0.6466958252460234,21,21
b_T_fac24:log10_dose,-0.9994099276847094,24,24
b_T_fac26:log10_dose,-0.5167554939482295,26,26
b_T_fac27:log10_dose,-0.5570945891265843,27,27
b_T_fac28:log10_dose,-0.24855949315090495,28,28
b_T_fac15:log10_dose,-0.6847184178984483,15,15
b_T_fac18:log10_dose,-0.44046617161953455,18,18
b_T_fac21:log10_dose,-0.794362751792771,21,21
b_T_fac24:log10_dose,-1.0232143587879587,24,24
b_T_fac26:log10_dose,-0.8331618247655486,26,26
b_T_fac27:log10_dose,-0.15539664224419886,27,27
b_T_fac28:log10_dose,-0.8978406264369101,28,28
b_T_fac15:log10_dose,-0.6845803721923447,15,15
b_T_fac18:log10_dose,-0.5643667419064183,18,18
b_T_fac21:log10_dose,-0.8928498480629924,21,21
