"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","stat","KEGG","PFAM","EC"
"Mycgr3G86861","","Zinc finger, C3HC4 type (RING finger)",56.205225206343,-0.067878832812516,0.500509280755189,0.0825498286788072,0.19047892064724,FALSE,"ns","interaction_LRT_any",4.98870636796175,"","Helicase_C;SNF2_N;zf-C3HC4;zf-C3HC4_2;zf-C3HC4_3;zf-RING_2","2.3.2.27"
"Mycgr3G67403","","Nucleolar protein,Nop52",182.324141889159,0.710119522224298,0.370816807289813,0.0825921578728714,0.190481137453362,FALSE,"ns","interaction_LRT_any",4.98768108793757,"","Nop52",""
"Mycgr3G97643","","Fungal specific transcription factor domain",19.3122472846125,2.0602126057555,0.930998236243781,0.0825752948532805,0.190481137453362,FALSE,"ns","interaction_LRT_any",4.98808947395725,"","Fungal_trans_2;Zn_clus",""
"Mycgr3G32625","","phospholipase C",68.5060061704191,0.0511843609666466,0.428500222233688,0.0826286543178692,0.19051759579701,FALSE,"ns","interaction_LRT_any",4.986797508076,"map00562;map01100;map04020;map04070;map04919;map04933","C2;PI-PLC-X;PI-PLC-Y","3.1.4.11"
"Mycgr3G109524","PCD1","NUDIX domain",492.726630427075,-0.193798752301329,0.21868882506768,0.0827923619458862,0.190847274382895,FALSE,"ns","interaction_LRT_any",4.9828389377526,"","NUDIX",""
"Mycgr3G30604","","",3.32787131684118,3.55214280317405,2.10632690813321,0.0829822798358042,0.191237190942923,FALSE,"ns","interaction_LRT_any",4.97825637986642,"","CorA",""
"Mycgr3G19397","","PIG-P",59.0822081698415,-1.03642266420144,0.468462099423083,0.0830578095744604,0.191363364616264,FALSE,"ns","interaction_LRT_any",4.97643682546521,"map00563;map01100","PIG-P",""
"Mycgr3G92101","","Ankyrin repeat protein",27.4870725484487,0.413076529832623,0.716798329905864,0.0831338236929397,0.191490590892517,FALSE,"ns","interaction_LRT_any",4.9746072719002,"","Ank_2;Ank_3",""
"Mycgr3G76506","YAT1","Belongs to the carnitine choline acetyltransferase family",203.522005365172,-0.9004318900977,0.419366256864526,0.0831658462854665,0.191516448722896,FALSE,"ns","interaction_LRT_any",4.97383703362067,"map04146","Carn_acyltransf","2.3.1.7"
"Mycgr3G65666","","Phytanoyl-CoA dioxygenase (PhyH)",254.164960982884,-0.576333755495903,0.262257194873843,0.0832533969443451,0.191670133115119,FALSE,"ns","interaction_LRT_any",4.97173269363554,"","PhyH",""
"Mycgr3G84245","GIT2","Sugar (and other) transporter",78.3809174227575,0.0891619143078985,0.342091910218433,0.0832788122438354,0.191680725307043,FALSE,"ns","interaction_LRT_any",4.97112223395783,"","Sugar_tr",""
"Mycgr3G46995","MCM5","Belongs to the MCM family",64.9892215039335,0.291610885938325,0.683765981401453,0.0834385159511689,0.191952359079269,FALSE,"ns","interaction_LRT_any",4.96729050853583,"map03030;map04110;map04111;map04113","MCM;MCM_N;MCM_OB","3.6.4.12"
"Mycgr3G57585","AYR1","Belongs to the short-chain dehydrogenases reductases (SDR) family",295.173739483956,0.38452567047177,0.242388400333747,0.0834340088317908,0.191952359079269,FALSE,"ns","interaction_LRT_any",4.96739854595864,"map00564;map00565;map01100","adh_short","1.1.1.101"
"Mycgr3G35902","","Methyltransferase domain",3.99983790658354,-0.0445279077742765,1.71967735131489,0.0834823606376445,0.192005259518498,FALSE,"ns","interaction_LRT_any",4.96623983858058,"","Methyltransf_23;Methyltransf_25",""
"Mycgr3G101398","","Alpha/beta hydrolase family",698.078812205879,0.514410415079832,0.237497591089945,0.083584806470051,0.192148509107195,FALSE,"ns","interaction_LRT_any",4.96378703239441,"map00590;map00625;map01100;map01120;map04146","Abhydrolase_1","3.1.3.76;3.3.2.10"
"Mycgr3G106610",NA,NA,12.58126273076,1.64368983616795,0.928146960453676,0.0835863750117736,0.192148509107195,FALSE,"ns","interaction_LRT_any",4.96374950100392,NA,NA,NA
"Mycgr3G108403","FAS1","4'-phosphopantetheinyl transferase superfamily",1118.1766863031,0.617840438703595,0.332574884999235,0.0836922174879284,0.192343806050994,FALSE,"ns","interaction_LRT_any",4.96121857367609,"map00061;map01100;map01212","ACPS;Acyl_transf_1;DUF1729;Ketoacyl-synt_C;MaoC_dehydrat_N;MaoC_dehydratas;SAT;adh_short;ketoacyl-synt","2.3.1.86"
"Mycgr3G111438","","Biotin-protein ligase, N terminal",76.1791899309022,-1.08977928203219,0.502577796187885,0.0840204623274625,0.193050009374651,FALSE,"ns","interaction_LRT_any",4.95338982133563,"","BPL_N",""
"Mycgr3G90916","","WD40 domain-containing protein",60.8361997439338,1.37699808308997,0.646190432538479,0.0840814909142318,0.193051135385653,FALSE,"ns","interaction_LRT_any",4.95193764095882,"","WD40",""
"Mycgr3G95955","NUD1","Leucine-rich repeats, outliers",20.0362201737919,2.60140461521238,1.2704223996857,0.0840813954389514,0.193051135385653,FALSE,"ns","interaction_LRT_any",4.95193991197789,"map04392","LRR_4;LRR_6;LRR_8",""
"Mycgr3G99365","","",119.372901293786,0.702856484603072,0.33930247360647,0.0840838423316163,0.193051135385653,FALSE,"ns","interaction_LRT_any",4.95188170987387,"","",""
"Mycgr3G111048","FES1","Nucleotide exchange factor Fes1",126.342021963965,0.775892227639741,0.360765717744438,0.0841074820807699,0.1930572787841,FALSE,"ns","interaction_LRT_any",4.95131949896574,"","Fes1;HEAT_2;HEAT_EZ",""
"Mycgr3G95182","","Domain of unknown function (DUF4748)",824.885515755033,0.106328366654912,0.203810799523116,0.0843479549371295,0.193561005984557,FALSE,"ns","interaction_LRT_any",4.94560943049987,"","DUF4748",""
"Mycgr3G34200","","",415.920422576355,0.636220887085514,0.291277447312855,0.0844197560851179,0.193677512154422,FALSE,"ns","interaction_LRT_any",4.94390765586809,"","DUF4536",""
"Mycgr3G70442","syf2","SYF2 splicing factor",153.200510082119,0.790550975456472,0.372923518307631,0.084483406194937,0.193775264669782,FALSE,"ns","interaction_LRT_any",4.94240028058931,"map03040","SYF2",""
"Mycgr3G84343","","Mitochondrial carrier required for the biosynthesis of heme, possibly by facilitating 5-aminolevulinate (ALA) production. May act by importing glycine into mitochondria or by exchanging glycine for ALA across the mitochondrial inner membrane",639.953086153884,0.0212582967097191,0.272354102290408,0.0845490184603557,0.193829203634906,FALSE,"ns","interaction_LRT_any",4.94084762537898,"","Mito_carr",""
"Mycgr3G88718","","zinc finger",83.9896162894557,0.449869829379404,0.455068741706433,0.0845360187988455,0.193829203634906,FALSE,"ns","interaction_LRT_any",4.94115515493326,"","zf-C2H2",""
"Mycgr3G37699","VCX1","Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family",1284.54711314678,0.169156033940922,0.231851305931803,0.0846389468162292,0.193938805979262,FALSE,"ns","interaction_LRT_any",4.93872150809409,"","Na_Ca_ex",""
"Mycgr3G76289","","Major Facilitator Superfamily",194.41762384255,-0.185542245059223,0.660949397178302,0.0846224485371739,0.193938805979262,FALSE,"ns","interaction_LRT_any",4.93911139685929,"","MFS_1",""
"Mycgr3G105802",NA,NA,172.033077118958,1.08484659918066,0.646412919124375,0.0848731474925601,0.194427068472385,FALSE,"ns","interaction_LRT_any",4.93319503928831,NA,NA,NA
"Mycgr3G91164",NA,NA,337.305182578475,-0.76948262259954,0.353978107287335,0.0849837117039385,0.194631932624116,FALSE,"ns","interaction_LRT_any",4.93059133573422,NA,NA,NA
"Mycgr3G58203","","Aminotransferase class-V",101.638697050502,1.08565936604166,0.501754834186481,0.0851176339490674,0.194890176786912,FALSE,"ns","interaction_LRT_any",4.92744210085226,"map00790","Aminotran_5","2.8.1.9"
"Mycgr3G103184","URM1","Acts as a sulfur carrier required for 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Serves as sulfur donor in tRNA 2- thiolation reaction by being thiocarboxylated (-COSH) at its C- terminus by the MOCS3 homolog UBA4. The sulfur is then transferred to tRNA to form 2-thiolation of mcm(5)S(2)U. Prior mcm(5) tRNA modification by the elongator complex is required for 2- thiolation. Also acts as a ubiquitin-like protein (UBL) that is covalently conjugated via an isopeptide bond to lysine residues of target proteins such as AHP1. The thiocarboxylated form serves as substrate for conjugation and oxidative stress specifically induces the formation of UBL-protein conjugates",240.109635124024,0.328322967725896,0.317934323165013,0.0852977126503852,0.195205426391003,FALSE,"ns","interaction_LRT_any",4.92321528039417,"map04122","Urm1",""
"Mycgr3G42381","","His Kinase A (phosphoacceptor) domain",60.6898055902646,0.22642434366606,0.421234112305889,0.0852924072723724,0.195205426391003,FALSE,"ns","interaction_LRT_any",4.92333968098706,"","GAF;HATPase_c;HisKA;PAS_3;PAS_4;PAS_8;PAS_9;Response_reg",""
"Mycgr3G84459","","Primase zinc finger",24.3215921866806,1.38371539556428,0.790648335829998,0.0854276151353164,0.195454138579162,FALSE,"ns","interaction_LRT_any",4.92017173643535,"","zf-primase",""
"Mycgr3G90926","","NMT1/THI5 like",25.499880628482,0.873463456655852,0.743905631214109,0.0854663929085534,0.195494290187498,FALSE,"ns","interaction_LRT_any",4.91926409141382,"","NMT1",""
"Mycgr3G32965","","Protein of unknown function (DUF3431)",539.388161909881,-0.859629174190171,0.391192527926636,0.0855627947854767,0.195666197461995,FALSE,"ns","interaction_LRT_any",4.91700946134904,"","DUF3431",""
"Mycgr3G37295","","",13.1861138112974,3.64336406993897,1.62212168720245,0.0857088456613952,0.195951529219411,FALSE,"ns","interaction_LRT_any",4.91359848423832,"","DUF3246;Mid2",""
"Mycgr3G57922","","",43.6979276048073,-0.500181159750791,0.603329194865482,0.0857836369187911,0.196073842736448,FALSE,"ns","interaction_LRT_any",4.9118540051565,"","",""
"Mycgr3G92914","","",12.4292143791475,-1.81890912029599,1.24587497751895,0.0858507968498027,0.196178657119065,FALSE,"ns","interaction_LRT_any",4.91028881959403,"","",""
"Mycgr3G94571","","",7.62505977031803,-1.23218206376403,1.16972680612094,0.0861837376302582,0.196890607749206,FALSE,"ns","interaction_LRT_any",4.9025475553849,"","",""
"Mycgr3G69270","","Glucosidase II beta subunit-like protein",286.047801657445,0.395423644967421,0.296620596381649,0.0862137896343597,0.196910413874707,FALSE,"ns","interaction_LRT_any",4.90185028310071,"map04141","PRKCSH-like;PRKCSH_1",""
"Mycgr3G102802",NA,NA,50.4312710065966,0.185483986308442,0.548384020941277,0.0863194938478597,0.197102955329764,FALSE,"ns","interaction_LRT_any",4.89939964344228,NA,NA,NA
"Mycgr3G92195","","",132.710218084701,0.488639362499096,0.433520321479237,0.0864129236641369,0.197267380769221,FALSE,"ns","interaction_LRT_any",4.89723606982398,"","Glyco_transf_34",""
"Mycgr3G31431","rpc25","RNA polymerase III subunit Rpc25",359.280341053027,0.570598443702334,0.258343827469653,0.0866453031599361,0.197748846790546,FALSE,"ns","interaction_LRT_any",4.89186493804414,"map00230;map00240;map01100;map03020;map04623;map05169","RNA_pol_Rbc25;SHS2_Rpb7-N",""
"Mycgr3G70997","xdhA","Alcohol dehydrogenase GroES-like domain",175.111941703082,0.694369126254252,0.371830385871739,0.0867716219835197,0.197988074045152,FALSE,"ns","interaction_LRT_any",4.88895129288937,"map00040;map00051;map01100","ADH_N;ADH_zinc_N;Methyltransf_16","1.1.1.14;1.1.1.9"
"Mycgr3G101995","","Protein present in Fab1, YOTB, Vac1, and EEA1",87.1053277902455,0.0754320416054027,0.29645437663067,0.0871553773917502,0.19859872871445,FALSE,"ns","interaction_LRT_any",4.88012561240612,"","FYVE;zf-RING_2",""
"Mycgr3G110390","","WD domain, G-beta repeat",186.204059133112,0.695918756905577,0.359974670572702,0.0870851738469238,0.19859872871445,FALSE,"ns","interaction_LRT_any",4.88173725902055,"map03050;map05165;map05169;map05203","WD40",""
"Mycgr3G24183","NPR2","Nitrogen permease regulator 2",250.881144532436,0.479080581069083,0.251538479145027,0.0871519502588884,0.19859872871445,FALSE,"ns","interaction_LRT_any",4.88020425816148,"map04150","NPR2",""
"Mycgr3G49256","","PPPDE putative peptidase domain",187.341683428266,0.40341117589692,0.343639991573006,0.0871686460488445,0.19859872871445,FALSE,"ns","interaction_LRT_any",4.87982115277151,"","PUL;Peptidase_C97;Thioredoxin",""
"Mycgr3G67076","TIM54","Inner membrane protein import complex subunit Tim54",531.495588399486,0.707945105002984,0.405004652448306,0.087157922271712,0.19859872871445,FALSE,"ns","interaction_LRT_any",4.88006721456804,"","Tim54",""
"Mycgr3G84214","","motif in proteasome subunits, Int-6, Nip-1 and TRIP-15",225.109402862707,-0.0662045034177731,0.253963997233148,0.0871343883316581,0.19859872871445,FALSE,"ns","interaction_LRT_any",4.88060731734402,"","PCI",""
"Mycgr3G91809","MDN1","Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits",28.5454727267771,1.03545313687174,0.967406305161204,0.0872104258493955,0.198644771616889,FALSE,"ns","interaction_LRT_any",4.87886278544232,"map03008","AAA_5;VWA",""
"Mycgr3G100461","","Acyltransferase family",753.875157433414,0.409076748281702,0.22217700182741,0.0874045633129254,0.199037740739053,FALSE,"ns","interaction_LRT_any",4.87441557173054,"","Acyl_transf_3",""
"Mycgr3G76675","","Serine carboxypeptidase",585.848228989584,0.568812298018335,0.275015210181157,0.087729389564649,0.199678682279005,FALSE,"ns","interaction_LRT_any",4.86699664196033,"","Peptidase_S28",""
"Mycgr3G89703","","",27.9435648642566,-0.211036784495737,0.599542574418768,0.0877185139019554,0.199678682279005,FALSE,"ns","interaction_LRT_any",4.86724459391627,"","",""
"Mycgr3G83763",NA,NA,59.6546098104411,-1.28574234461774,0.626800054277287,0.0878764814766707,0.19996405187019,FALSE,"ns","interaction_LRT_any",4.86364614016787,NA,NA,NA
"Mycgr3G110233","","Fungal specific transcription factor domain",18.6473564584356,-2.18574621635923,0.99125679558804,0.0879498343635754,0.200058431094554,FALSE,"ns","interaction_LRT_any",4.861977382205,"","Fungal_trans_2;Zn_clus",""
"Mycgr3G41081","","D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",20.8834289491848,-1.51432908217495,0.682586122189813,0.0879614059617603,0.200058431094554,FALSE,"ns","interaction_LRT_any",4.86171425863927,"","2-Hacid_dh_C",""
"Mycgr3G43643","","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain",67.2955398609395,-0.677963632047741,0.55770868806902,0.0880405752655659,0.200139634070747,FALSE,"ns","interaction_LRT_any",4.85991497641317,"","Fungal_trans;Zn_clus",""
"Mycgr3G45946","","",11.8858498784954,0.365690186448172,1.35273441786365,0.0880358314284038,0.200139634070747,FALSE,"ns","interaction_LRT_any",4.86002274410907,"","",""
"Mycgr3G85558","","Protein of unknown function (DUF3645)",31.4335022729463,1.06843694980205,0.562843702613257,0.0880760294860181,0.200170818246974,FALSE,"ns","interaction_LRT_any",4.85910973216079,"","DUF3638;DUF3645",""
"Mycgr3G89514","","Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family",243.902332755976,-0.469167053903826,0.23324573218895,0.0880997418803042,0.200175307914069,FALSE,"ns","interaction_LRT_any",4.85857135178657,"map00260;map00630;map00680;map01100;map01110;map01120;map01130;map01200","2-Hacid_dh;2-Hacid_dh_C","1.1.1.29"
"Mycgr3G110410","","Belongs to the cyclin family",140.944954720277,0.484156394982156,0.287393766661439,0.0881862907760868,0.20027313236917,FALSE,"ns","interaction_LRT_any",4.85660752285622,"map03022;map03420;map04110","Cyclin_C_2;Cyclin_N",""
"Mycgr3G56101","NPL6","Chromatin remodelling complex Rsc7/Swp82 subunit",80.3027147156857,0.855146763183221,0.397356020589905,0.0881731536383942,0.20027313236917,FALSE,"ns","interaction_LRT_any",4.85690548563923,"","CRC_subunit",""
"Mycgr3G64917","OSH6","Belongs to the OSBP family",348.658177205182,-0.213080091749973,0.249222970468483,0.0883363096622091,0.200564367771027,FALSE,"ns","interaction_LRT_any",4.85320809588501,"","Oxysterol_BP",""
"Mycgr3G91716","","Ribosomal protein L24e",1473.02626810101,-0.457006123452971,0.293950298036874,0.0883751880988941,0.200603181464805,FALSE,"ns","interaction_LRT_any",4.85232805270039,"","",""
"Mycgr3G24629","RPA49","A49-like RNA polymerase I associated factor",86.7722800084217,1.25723979779005,0.566736451348256,0.0885394561606661,0.20092652828575,FALSE,"ns","interaction_LRT_any",4.84861398799609,"map00230;map00240;map01100;map03020","RNA_pol_I_A49",""
"Mycgr3G111784","","",303.556158099134,0.567517056105668,0.292421523409907,0.088635416811832,0.201094740926376,FALSE,"ns","interaction_LRT_any",4.84644752592527,"","",""
"Mycgr3G87695","","Enolase C-terminal domain-like",65.7225567149633,-0.199735082839872,0.448859240229479,0.0887443934123736,0.201292393826244,FALSE,"ns","interaction_LRT_any",4.84399005088085,"map00052;map01100;map01120","MR_MLE_C;MR_MLE_N","4.2.1.6"
"Mycgr3G95836","","DNA binding domain with preference for A/T rich regions",10.8478493502357,0.385910227233428,1.10101861534021,0.0887672931965156,0.201294755736693,FALSE,"ns","interaction_LRT_any",4.84347403337898,"","",""
"Mycgr3G33747","","Protein of unknown function (DUF3431)",21.3940392263745,-1.93978001441658,0.908183778513936,0.0888842911228103,0.201411278777057,FALSE,"ns","interaction_LRT_any",4.84083970971318,"","DUF3431",""
"Mycgr3G67515","","Major Facilitator Superfamily",290.003544019046,0.248302632612545,0.309949738282873,0.0888714352228478,0.201411278777057,FALSE,"ns","interaction_LRT_any",4.84112900334662,"","MFS_1",""
"Mycgr3G96055","","",15.7802831152292,-1.04143975169172,1.03756133713292,0.0888718720853486,0.201411278777057,FALSE,"ns","interaction_LRT_any",4.8411191720341,"","",""
"Mycgr3G78594","","Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family",1266.69079079288,-0.394390598424894,0.245139709281602,0.0889385699590495,0.201484696372174,FALSE,"ns","interaction_LRT_any",4.83961874548856,"","GPI-anchored",""
"Mycgr3G111189","","Domain of unknown function (DUF1772)",648.921901143142,-0.477572243149001,0.398572796233614,0.0889637598445929,0.201492194886585,FALSE,"ns","interaction_LRT_any",4.83905236986573,"","DUF1772",""
"Mycgr3G108706","ATG15","Lipase (class 3)",152.020151011265,-0.57887861856436,0.40655847742162,0.089012703517905,0.201553475951903,FALSE,"ns","interaction_LRT_any",4.83795236655919,"map00561;map01100;map04138","Lipase_3","3.1.1.3"
"Mycgr3G90112","","Protein of unknown function (DUF1275)",74.7260352275529,-1.00364938061446,0.562143831996917,0.0890629878543403,0.201617761836436,FALSE,"ns","interaction_LRT_any",4.8368228617428,"","DUF1275",""
"Mycgr3G35862","","Metallopeptidase family M24",367.610686261626,-0.58242802623996,0.305549453755117,0.0891191238978941,0.201695259763015,FALSE,"ns","interaction_LRT_any",4.83556266688129,"","Creatinase_N;Peptidase_M24",""
"Mycgr3G99387","UTP21","Utp21 specific WD40 associated putative domain",117.890931400928,0.928275382962673,0.488445516655604,0.0892407470854871,0.201920894326843,FALSE,"ns","interaction_LRT_any",4.83283507561822,"map03008","ANAPC4_WD40;Utp21;WD40",""
"Mycgr3G107371","","alpha/beta hydrolase fold",235.540236407794,0.586039390489579,0.279967310474423,0.089373941483447,0.202172593250077,FALSE,"ns","interaction_LRT_any",4.82985224315991,"","Abhydrolase_1;Abhydrolase_6",""
"Mycgr3G66686","","Helicase associated domain (HA2)  Add an annotation",325.266108114044,-0.241856856141067,0.229546095277162,0.0894306245564058,0.202251134955781,FALSE,"ns","interaction_LRT_any",4.82858419780484,"","DEAD;HA2;Helicase_C;OB_NTP_bind","3.6.4.13"
"Mycgr3G23705","HER2","Amidase",1035.66055491801,0.358232257122374,0.193136833317565,0.0895710322082512,0.202518938277875,FALSE,"ns","interaction_LRT_any",4.82544662504313,"map00970;map01100","Amidase","6.3.5.6;6.3.5.7"
"Mycgr3G16902","","",20.048899653487,-1.42006111133883,0.786394544444438,0.08967759611799,0.20271010865257,FALSE,"ns","interaction_LRT_any",4.82306861136931,"","",""
"Mycgr3G67718","kes1","Belongs to the OSBP family",404.116769883397,-0.0900085699315848,0.211976993892396,0.0897869147851613,0.202907410615104,FALSE,"ns","interaction_LRT_any",4.8206320587575,"","Oxysterol_BP",""
"Mycgr3G102012","COX4","Cytochrome c oxidase subunit Vb",4686.76606453707,0.0886681367627099,0.158695549317937,0.0900289602415436,0.203404488435813,FALSE,"ns","interaction_LRT_any",4.81524775990101,"map00190;map01100;map04260;map04714;map04932;map05010;map05012;map05016","COX5B",""
"Mycgr3G100579","","DDHD",138.758831335103,0.48514061437991,0.365862054124252,0.0901902612078615,0.203718939284571,FALSE,"ns","interaction_LRT_any",4.81166765322666,"","DDHD",""
"Mycgr3G98817","TIM44","Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner",444.395099173773,0.646283868717723,0.296612005845129,0.090249494045101,0.203802744154324,FALSE,"ns","interaction_LRT_any",4.81035457586665,"","Tim44",""
"Mycgr3G85380","SLC1","Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family",349.276138349927,0.393072732351607,0.245932865323447,0.0903721034028337,0.203979583391347,FALSE,"ns","interaction_LRT_any",4.80763929976905,"map00561;map00564;map01100;map01110;map04072;map04975","Acyltransferase","2.3.1.51"
"Mycgr3G93431","","cytochrome P450",13.6435507849666,-0.46325749418443,0.912766783454572,0.0903543960319851,0.203979583391347,FALSE,"ns","interaction_LRT_any",4.80803121508774,"","p450",""
"Mycgr3G99610","","Belongs to the AAA ATPase family",1102.0081644894,0.255990084722679,0.141161874418434,0.0904485975109455,0.20410221379032,FALSE,"ns","interaction_LRT_any",4.80594714588869,"map03050;map05169","AAA",""
"Mycgr3G17624","","Pyroglutamyl peptidase",276.639445467722,-0.121187500401108,0.333753617711549,0.0905399066018659,0.204258206736057,FALSE,"ns","interaction_LRT_any",4.80392913708499,"","Peptidase_C15","3.4.19.3"
"Mycgr3G29802","","Fungal specific transcription factor domain",156.802004632213,-0.221929195982551,0.526906947142919,0.0905750562257808,0.204287458433313,FALSE,"ns","interaction_LRT_any",4.80315284287258,"","Fungal_trans;Zn_clus",""
"Mycgr3G72261","OSM2","FAD dependent oxidoreductase",922.445275252441,0.422414518403061,0.241732048871644,0.0907830505775487,0.204706442891441,FALSE,"ns","interaction_LRT_any",4.79856535689521,"","Cyt-b5;FAD_binding_2",""
"Mycgr3G19276","","Lytic transglycolase",22.4308201005239,-0.870806114613761,0.521641610610284,0.0909025839440573,0.204925800621989,FALSE,"ns","interaction_LRT_any",4.79593370395094,"","DPBB_1",""
"Mycgr3G64933","CGI121","Belongs to the CGI121 TPRKB family",77.502646201876,0.747561673521652,0.403259076885404,0.0911007591870638,0.205322293527575,FALSE,"ns","interaction_LRT_any",4.79157828238743,"","CGI-121",""
"Mycgr3G100409","","Major Facilitator Superfamily",29.964192944345,-0.970121903957216,0.718932944199516,0.0911657993807584,0.205383265149313,FALSE,"ns","interaction_LRT_any",4.79015091804882,"","MFS_1",""
"Mycgr3G49536","SGS1","RQC",4.31501270740723,3.6158752116547,1.7179575674587,0.0911724169758272,0.205383265149313,FALSE,"ns","interaction_LRT_any",4.79000574617638,"map03440;map03460","DEAD;HRDC;Helicase_C;Helicase_Sgs1;RQC;RecQ_Zn_bind","3.6.4.12"
"Mycgr3G46275","","MINDY deubiquitinase",38.5888929814548,1.26927710731459,0.705247243698052,0.0912968333035904,0.205558866760453,FALSE,"ns","interaction_LRT_any",4.78727835299964,"","MINDY_DUB",""
"Mycgr3G90418","","CFEM domain",7.73987795214581,-2.75391256326283,1.25704400661733,0.0913173334691078,0.205558866760453,FALSE,"ns","interaction_LRT_any",4.78682931520666,"","CFEM",""
"Mycgr3G98369","","D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase",357.291990181929,-0.85051828689784,0.390497054438148,0.0912908486767642,0.205558866760453,FALSE,"ns","interaction_LRT_any",4.78740945991251,"map00030;map00710;map01100;map01120","XFP;XFP_C;XFP_N","4.1.2.22;4.1.2.9"
"Mycgr3G44328","","Magnesium transporter NIPA",78.9516063587545,0.270466273268213,0.407041693406645,0.0914202889377774,0.20574033255816,FALSE,"ns","interaction_LRT_any",4.78457569106058,"","Mg_trans_NIPA",""
"Mycgr3G65997","PET9","Belongs to the mitochondrial carrier (TC 2.A.29) family",59406.0428990361,0.660643647284219,0.309121943120284,0.0916583320787619,0.206225648696144,FALSE,"ns","interaction_LRT_any",4.77937479378909,"map04020;map04022;map04217;map04218;map05012;map05016;map05166","Mito_carr",""
"Mycgr3G106783","IMD1","Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth",996.345203703572,0.421402268943505,0.228923681412041,0.0918312330293544,0.206330933318324,FALSE,"ns","interaction_LRT_any",4.77560562028509,"map00230;map00983;map01100;map01110","CBS;IMPDH","1.1.1.205"
"Mycgr3G111074","ARO80","GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain",77.4167519179703,1.11261020991363,0.528222609277024,0.0918363680993865,0.206330933318324,FALSE,"ns","interaction_LRT_any",4.775493786298,"","Zn_clus",""
"Mycgr3G71479","GLO3","Putative GTP-ase activating proteins for the small GTPase, ARF",495.73729827336,0.24336380215495,0.200220153725568,0.0918395586569455,0.206330933318324,FALSE,"ns","interaction_LRT_any",4.77542430397409,"map04144","ArfGap",""
"Mycgr3G75819","TAP42","TAP42-like family",296.351140203474,-0.130254993778235,0.2194438560211,0.0918110778386157,0.206330933318324,FALSE,"ns","interaction_LRT_any",4.77604463002581,"map04136;map04138;map04140","TAP42",""
"Mycgr3G94170",NA,NA,217.390298665403,-0.875218290886639,0.490864061778388,0.0917568350356302,0.206330933318324,FALSE,"ns","interaction_LRT_any",4.77722659704204,NA,NA,NA
"Mycgr3G96617","TFC4","rna polymerase iii transcription factor tfiiic",32.7051527624232,1.27728932389536,0.672095792823201,0.091785937206362,0.206330933318324,FALSE,"ns","interaction_LRT_any",4.77659236512716,"map00230;map01100;map01110;map01130","TPR_16;TPR_19;TPR_6;TPR_7;TPR_8","6.3.3.1;6.3.4.13"
"Mycgr3G109632","","Phosphotransferase enzyme family",49.1490801138212,-0.620082358697596,0.582330975744939,0.0919301881999674,0.206433821783345,FALSE,"ns","interaction_LRT_any",4.77345162779818,"","APH",""
"Mycgr3G39491","","Serine aminopeptidase, S33",54.6071928937619,-0.271827490569666,0.53309525669342,0.0919269008233459,0.206433821783345,FALSE,"ns","interaction_LRT_any",4.77352314805643,"map00980;map04976;map05204","Abhydrolase_1;Abhydrolase_6","3.3.2.9"
"Mycgr3G98854","puf6","CPL (NUC119) domain",89.2057330070696,1.38518412140897,0.671114633416977,0.0919740834137195,0.206482041481459,FALSE,"ns","interaction_LRT_any",4.77249688728671,"","CPL",""
"Mycgr3G103427","","",209044.828708114,-0.298143029555672,0.30067669709059,0.0920161322809429,0.206526093632757,FALSE,"ns","interaction_LRT_any",4.7715827328509,"","",""
"Mycgr3G37018","","Oxidoreductase family, NAD-binding Rossmann fold",38.6254858477038,0.840883980837418,0.620879286094949,0.0920717799289618,0.206574939264077,FALSE,"ns","interaction_LRT_any",4.77037357904942,"","GFO_IDH_MocA;GFO_IDH_MocA_C",""
"Mycgr3G90708","","NRDE-2, necessary for RNA interference",196.596598164563,-0.325087819826007,0.305816630644067,0.0920827587880376,0.206574939264077,FALSE,"ns","interaction_LRT_any",4.77013510848735,"","NRDE-2",""
"Mycgr3G108254","","RNA polymerase III RPC4",32.4312401726695,1.42332394148485,0.673233495542677,0.0921276741138672,0.206575055007208,FALSE,"ns","interaction_LRT_any",4.76915980375543,"map00230;map00240;map01100;map03020;map04623;map05169","RNA_pol_Rpc4",""
