gene_id,ensembl_description
Mycgr3G97949,Putative uncharacterized protein
Mycgr3G97953,Putative uncharacterized protein
Mycgr3G97954,Putative uncharacterized protein
Mycgr3G97956,Putative uncharacterized protein
Mycgr3G97957,Putative uncharacterized protein
Mycgr3G97959,Putative uncharacterized protein
Mycgr3G97961,Putative uncharacterized protein
Mycgr3G97962,Putative uncharacterized protein
Mycgr3G97963,Putative uncharacterized protein
Mycgr3G97964,Putative uncharacterized protein
Mycgr3G97965,Putative uncharacterized protein
Mycgr3G97968,Putative uncharacterized protein
Mycgr3G97969,Putative uncharacterized protein
Mycgr3G97970,Putative uncharacterized protein
Mycgr3G97971,Putative uncharacterized protein
Mycgr3G97972,Putative uncharacterized protein
Mycgr3G97974,Putative uncharacterized protein
Mycgr3G97975,Putative uncharacterized protein
Mycgr3G97976,Putative uncharacterized protein
Mycgr3G97977,Putative uncharacterized protein
Mycgr3G97978,Putative uncharacterized protein
Mycgr3G97979,Putative uncharacterized protein
Mycgr3G97980,Putative uncharacterized protein
Mycgr3G97981,Putative uncharacterized protein
Mycgr3G97983,Putative uncharacterized protein
Mycgr3G97985,Putative uncharacterized protein
Mycgr3G97986,Putative uncharacterized protein
Mycgr3G97987,Putative uncharacterized protein
Mycgr3G97988,Putative uncharacterized protein
Mycgr3G97989,Putative uncharacterized protein
Mycgr3G97990,Putative uncharacterized protein
Mycgr3G97991,Putative uncharacterized protein
Mycgr3G97992,Putative uncharacterized protein
Mycgr3G97994,Putative uncharacterized protein
Mycgr3G97995,Putative uncharacterized protein
Mycgr3G97996,Putative uncharacterized protein
Mycgr3G97998,Putative uncharacterized protein
Mycgr3G97999,Putative uncharacterized protein
Mycgr3G98000,Putative uncharacterized protein
Mycgr3G98001,Putative uncharacterized protein
Mycgr3G98002,Putative uncharacterized protein
Mycgr3G98003,Putative uncharacterized protein
Mycgr3G98005,Putative uncharacterized protein
Mycgr3G98006,Putative uncharacterized protein
Mycgr3G98007,Putative uncharacterized protein
Mycgr3G98008,Putative uncharacterized protein
Mycgr3G98011,Putative uncharacterized protein
Mycgr3G98012,Putative uncharacterized protein
Mycgr3G98014,Putative uncharacterized protein
Mycgr3G98015,Putative uncharacterized protein
Mycgr3G98016,Putative uncharacterized protein
Mycgr3G98017,Putative uncharacterized protein
Mycgr3G98018,Putative uncharacterized protein
Mycgr3G98019,Putative uncharacterized protein
Mycgr3G98020,Putative uncharacterized protein
Mycgr3G98021,Putative uncharacterized protein
Mycgr3G98022,Putative uncharacterized protein
Mycgr3G98024,Putative uncharacterized protein
Mycgr3G98025,Putative uncharacterized protein
Mycgr3G98026,Putative uncharacterized protein
Mycgr3G98027,Putative uncharacterized protein
Mycgr3G98028,Putative uncharacterized protein
Mycgr3G98029,Putative uncharacterized protein
Mycgr3G98030,Putative uncharacterized protein
Mycgr3G98031,Putative uncharacterized protein
Mycgr3G98032,Putative uncharacterized protein
Mycgr3G98033,Putative uncharacterized protein
Mycgr3G98034,Putative uncharacterized protein
Mycgr3G98035,Putative uncharacterized protein
Mycgr3G98036,Putative uncharacterized protein
Mycgr3G98037,Putative uncharacterized protein
Mycgr3G98038,Putative uncharacterized protein
Mycgr3G98042,Putative uncharacterized protein
Mycgr3G98043,Putative uncharacterized protein
Mycgr3G98044,Putative uncharacterized protein
Mycgr3G98045,Putative uncharacterized protein
Mycgr3G98047,Putative uncharacterized protein
Mycgr3G98048,Putative uncharacterized protein
Mycgr3G98049,Putative uncharacterized protein
Mycgr3G98050,Putative uncharacterized protein
Mycgr3G98051,Putative uncharacterized protein
Mycgr3G98052,Putative uncharacterized protein
Mycgr3G98054,Putative uncharacterized protein
Mycgr3G98055,Putative uncharacterized protein
Mycgr3G98056,Putative uncharacterized protein
Mycgr3G98057,Putative uncharacterized protein
Mycgr3G98058,Putative uncharacterized protein
Mycgr3G98059,Putative uncharacterized protein
Mycgr3G98060,Putative uncharacterized protein
Mycgr3G98061,Putative uncharacterized protein
Mycgr3G98062,Putative uncharacterized protein
Mycgr3G98063,Putative uncharacterized protein
Mycgr3G98064,Putative uncharacterized protein
Mycgr3G98065,Putative uncharacterized protein
Mycgr3G98067,Putative uncharacterized protein
Mycgr3G98069,Putative uncharacterized protein
Mycgr3G98070,Putative uncharacterized protein
Mycgr3G98071,Putative uncharacterized protein
Mycgr3G98072,Putative uncharacterized protein
Mycgr3G98073,Putative uncharacterized protein
Mycgr3G98074,Putative uncharacterized protein
Mycgr3G98075,Putative uncharacterized protein
Mycgr3G98076,Putative uncharacterized protein
Mycgr3G98077,Putative uncharacterized protein
Mycgr3G98078,Putative uncharacterized protein
Mycgr3G98079,Putative uncharacterized protein
Mycgr3G98083,Putative uncharacterized protein
Mycgr3G98084,Putative uncharacterized protein
Mycgr3G98085,Putative uncharacterized protein
Mycgr3G98086,Putative uncharacterized protein
Mycgr3G98087,Putative uncharacterized protein
Mycgr3G98089,Putative uncharacterized protein
Mycgr3G98091,Putative uncharacterized protein
Mycgr3G98092,Putative uncharacterized protein
Mycgr3G98094,Putative uncharacterized protein
Mycgr3G98096,Putative uncharacterized protein
Mycgr3G98097,Putative uncharacterized protein
Mycgr3G98099,Putative uncharacterized protein
Mycgr3G98101,Putative uncharacterized protein
Mycgr3G98102,Putative uncharacterized protein
Mycgr3G98105,Putative uncharacterized protein
Mycgr3G98106,Putative uncharacterized protein
Mycgr3G98108,Putative uncharacterized protein
Mycgr3G98110,Putative uncharacterized protein
Mycgr3G98111,Putative uncharacterized protein
Mycgr3G98115,Putative uncharacterized protein
Mycgr3G98116,Putative uncharacterized protein
Mycgr3G98117,Putative uncharacterized protein
Mycgr3G98118,Putative uncharacterized protein
Mycgr3G98119,Putative uncharacterized protein
Mycgr3G98120,Putative uncharacterized protein
Mycgr3G98121,Putative uncharacterized protein
Mycgr3G98122,Putative uncharacterized protein
Mycgr3G98123,Putative uncharacterized protein
Mycgr3G98124,Putative uncharacterized protein
Mycgr3G98125,Putative uncharacterized protein
Mycgr3G98126,Putative uncharacterized protein
Mycgr3G98127,Putative uncharacterized protein
Mycgr3G98128,Putative uncharacterized protein
Mycgr3G98129,Putative uncharacterized protein
Mycgr3G98130,Putative uncharacterized protein
Mycgr3G98146,Putative uncharacterized protein
Mycgr3G98150,Putative uncharacterized protein
Mycgr3G98153,Putative uncharacterized protein
Mycgr3G98156,Putative uncharacterized protein
Mycgr3G98175,Aldose 1-epimerase
Mycgr3G98177,Putative uncharacterized protein
Mycgr3G98180,Putative uncharacterized protein
Mycgr3G98194,Putative uncharacterized protein
Mycgr3G98201,Carbon catabolite derepressing protein kinase
Mycgr3G98206,Putative uncharacterized protein
Mycgr3G98210,Putative uncharacterized protein
Mycgr3G98224,Putative uncharacterized protein
Mycgr3G98225,Putative uncharacterized protein
Mycgr3G98231,Putative uncharacterized protein
Mycgr3G98235,Putative uncharacterized protein
Mycgr3G98251,Putative uncharacterized protein
Mycgr3G98253,Putative uncharacterized protein
Mycgr3G98257,Putative uncharacterized protein
Mycgr3G98268,SWI/SNF chromatin remodeling complex component
Mycgr3G98270,NADP-dependent isocitrate dehydrogenase
Mycgr3G98274,"CHS1 chitin synthase, class I"
Mycgr3G98275,Putative uncharacterized protein
Mycgr3G98284,CSN7 COP9 signalosome subunit
Mycgr3G98287,Putative uncharacterized protein
Mycgr3G98291,Putative uncharacterized protein
Mycgr3G98298,Putative uncharacterized protein
Mycgr3G98302,Putative uncharacterized protein
Mycgr3G98303,Putative uncharacterized protein
Mycgr3G98304,Putative uncharacterized protein
Mycgr3G98311,Putative uncharacterized protein MgBcy1
Mycgr3G98317,Putative uncharacterized protein
Mycgr3G98331,Putative uncharacterized protein
Mycgr3G98339,Putative uncharacterized protein
Mycgr3G98343,Putative uncharacterized protein
Mycgr3G98356,Putative uncharacterized protein
Mycgr3G98361,Putative uncharacterized protein
Mycgr3G98363,Putative uncharacterized protein
Mycgr3G98367,Putative uncharacterized protein
Mycgr3G98369,Putative uncharacterized protein
Mycgr3G98370,Putative uncharacterized protein
Mycgr3G98372,DNA helicase
Mycgr3G98375,Putative uncharacterized protein
Mycgr3G98377,Putative uncharacterized protein
Mycgr3G98380,Putative uncharacterized protein
Mycgr3G98385,Putative uncharacterized protein
Mycgr3G98392,Putative uncharacterized protein
Mycgr3G98404,Putative uncharacterized protein
Mycgr3G98409,Putative uncharacterized protein
Mycgr3G98411,Putative P450 monooxygenase
Mycgr3G98417,Putative uncharacterized protein
Mycgr3G98421,Putative uncharacterized protein
Mycgr3G98423,Putative uncharacterized protein
Mycgr3G98428,Putative uncharacterized protein
Mycgr3G98456,Putative uncharacterized protein
Mycgr3G98465,Putative uncharacterized protein
Mycgr3G98472,Putative uncharacterized protein
Mycgr3G98483,Putative uncharacterized protein
Mycgr3G98488,Putative uncharacterized protein
Mycgr3G98499,Putative uncharacterized protein
Mycgr3G98500,Putative uncharacterized protein
Mycgr3G98514,Putative uncharacterized protein
Mycgr3G98518,Putative uncharacterized protein
Mycgr3G98525,Putative uncharacterized protein
Mycgr3G98528,Putative uncharacterized protein
Mycgr3G98537,Putative uncharacterized protein
Mycgr3G98544,Putative uncharacterized protein
Mycgr3G98550,Putative uncharacterized protein
Mycgr3G98569,Putative uncharacterized protein
Mycgr3G98572,Putative uncharacterized protein
Mycgr3G98580,Putative uncharacterized protein
Mycgr3G98581,Putative uncharacterized protein
Mycgr3G98585,Putative uncharacterized protein
Mycgr3G98587,Putative uncharacterized protein
Mycgr3G98589,Putative uncharacterized protein
Mycgr3G98591,Putative uncharacterized protein
Mycgr3G98609,Putative uncharacterized protein
Mycgr3G98612,Putative ABC transporter
Mycgr3G98635,Putative uncharacterized protein
Mycgr3G98637,Putative uncharacterized protein
Mycgr3G98638,Putative uncharacterized protein
Mycgr3G98639,Putative uncharacterized protein
Mycgr3G98644,Putative uncharacterized protein
Mycgr3G98656,Putative uncharacterized protein
Mycgr3G98659,Putative uncharacterized protein
Mycgr3G98662,Putative uncharacterized protein
Mycgr3G98664,Putative uncharacterized protein
Mycgr3G98665,Putative uncharacterized protein
Mycgr3G98669,Putative uncharacterized protein
Mycgr3G98679,Putative uncharacterized protein
Mycgr3G98681,Putative uncharacterized protein
Mycgr3G98714,"Putative xylan 1,4-beta-Xylosidase"
Mycgr3G98717,Putative uncharacterized protein
Mycgr3G98719,Putative uncharacterized protein
Mycgr3G98722,Putative uncharacterized protein
Mycgr3G98741,Putative uncharacterized protein
Mycgr3G98764,Putative uncharacterized protein
Mycgr3G98769,Putative uncharacterized protein
Mycgr3G98773,Putative uncharacterized protein
Mycgr3G98775,Putative uncharacterized protein
Mycgr3G98781,Putative uncharacterized protein
Mycgr3G98798,Putative uncharacterized protein
Mycgr3G98802,Putative uncharacterized protein
Mycgr3G98811,Putative uncharacterized protein
Mycgr3G98817,"Mitochondrial import inner membrane translocase, subunit Tim44"
Mycgr3G98820,Putative uncharacterized protein
Mycgr3G98821,Putative P450 monooxygenase
Mycgr3G98822,Putative uncharacterized protein
Mycgr3G98823,Putative uncharacterized protein
Mycgr3G98828,Putative uncharacterized protein
Mycgr3G98830,Putative uncharacterized protein
Mycgr3G98854,Putative uncharacterized protein
Mycgr3G98857,Putative uncharacterized protein
Mycgr3G98870,Putative uncharacterized protein
Mycgr3G98880,Putative uncharacterized protein
Mycgr3G98885,Putative uncharacterized protein
Mycgr3G98895,Putative uncharacterized protein
Mycgr3G98897,Putative uncharacterized protein
Mycgr3G98901,Putative uncharacterized protein
Mycgr3G98903,Putative uncharacterized protein
Mycgr3G98906,Putative uncharacterized protein
Mycgr3G98908,Putative uncharacterized protein
Mycgr3G98909,Putative uncharacterized protein
Mycgr3G98910,Putative uncharacterized protein
Mycgr3G98919,Putative uncharacterized protein
Mycgr3G98925,Putative uncharacterized protein
Mycgr3G98927,Putative uncharacterized protein
Mycgr3G98928,Putative uncharacterized protein
Mycgr3G98933,Putative uncharacterized protein
Mycgr3G98945,Putative uncharacterized protein
Mycgr3G98948,Putative uncharacterized protein
Mycgr3G98957,"Serine/threonine protein kinase, CMGC family, CDC2/CDK subfamily"
Mycgr3G98958,Putative alpha-amylase
Mycgr3G98959,Putative uncharacterized protein
Mycgr3G98961,Putative uncharacterized protein
Mycgr3G98975,"Cathecol 1,2-dioxygenase"
Mycgr3G98983,Putative uncharacterized protein
Mycgr3G99007,Putative uncharacterized protein
Mycgr3G99020,Putative uncharacterized protein
Mycgr3G99023,Putative uncharacterized protein
Mycgr3G99027,Putative uncharacterized protein
Mycgr3G99032,Putative uncharacterized protein
Mycgr3G99044,Glyceraldehyde-3-phosphate dehydrogenase
Mycgr3G99059,Putative uncharacterized protein
Mycgr3G99061,ABC transporter domain-containing protein
Mycgr3G99069,COP9 signalosome complex subunit 5
Mycgr3G99072,Putative uncharacterized protein
Mycgr3G99074,Putative uncharacterized protein
Mycgr3G99090,Putative uncharacterized protein
Mycgr3G99098,Putative uncharacterized protein
Mycgr3G99101,Putative uncharacterized protein
Mycgr3G99102,Aspartyl protease
Mycgr3G99108,Putative uncharacterized protein
Mycgr3G99117,Putative uncharacterized protein
Mycgr3G99122,Putative uncharacterized protein
Mycgr3G99123,Putative uncharacterized protein
Mycgr3G99124,Putative uncharacterized protein
Mycgr3G99129,Putative uncharacterized protein
Mycgr3G99130,Putative uncharacterized protein
Mycgr3G99133,Putative uncharacterized protein
Mycgr3G99145,Putative uncharacterized protein
Mycgr3G99148,Large subunit of alpha-aminoadipate reductase
Mycgr3G99159,Putative uncharacterized protein
Mycgr3G99161,Putative uncharacterized protein
Mycgr3G99166,Putative uncharacterized protein
Mycgr3G99173,Putative uncharacterized protein
Mycgr3G99175,Putative uncharacterized protein
Mycgr3G99181,Putative uncharacterized protein
Mycgr3G99182,Putative uncharacterized protein
Mycgr3G99185,Putative uncharacterized protein
Mycgr3G99187,Putative uncharacterized protein
Mycgr3G99192,Putative uncharacterized protein
Mycgr3G99193,Putative uncharacterized protein
Mycgr3G99195,Putative uncharacterized protein
Mycgr3G99199,Putative uncharacterized protein
Mycgr3G99206,Putative uncharacterized protein
Mycgr3G99207,Putative uncharacterized protein
Mycgr3G99210,Putative uncharacterized protein
Mycgr3G99211,Putative uncharacterized protein
Mycgr3G99247,Putative uncharacterized protein
Mycgr3G99250,Putative uncharacterized protein
Mycgr3G99255,Putative uncharacterized protein
Mycgr3G99257,Putative uncharacterized protein
Mycgr3G99262,Putative uncharacterized protein
